RESULT	增救.v 2100005001	救 1.0	保护 0.9	杀 0.8	护 0.7	接 0.6	放 0.5	保住 0.3999999999999999	延接 0.29999999999999993	生杀 0.19999999999999996
RESULT	大量.v 2104003036	大量 1.0	大 0.9	也 0.8	被 0.7	多 0.6	量 0.5	大幅 0.3999999999999999	大多 0.29999999999999993	严重 0.19999999999999996	过度 0.09999999999999998
RESULT	积压.v 2104003037	积 1.0	积压 0.9	积累 0.8	累 0.7	积聚 0.6	产 0.5	少 0.3999999999999999	减少 0.29999999999999993	囤积 0.19999999999999996	囤 0.09999999999999998
RESULT	积压.v 2104008004	积压 1.0	压 0.9	积 0.8	囤 0.7	累 0.6	重 0.5	积累 0.3999999999999999	储存 0.29999999999999993	囤积 0.19999999999999996	受压 0.09999999999999998
RESULT	积压.v 2104011006	积压 1.0	压 0.9	积 0.8	损 0.7	灾 0.6	较 0.5	积累 0.3999999999999999	压力 0.29999999999999993	囤积 0.19999999999999996	储存 0.09999999999999998
RESULT	调查.v 2104004001	调查 1.0	悉 0.9	查 0.8	称 0.7	说 0.6	此 0.5	统计 0.3999999999999999	了解 0.29999999999999993	查实 0.19999999999999996	核查 0.09999999999999998
RESULT	库存.v 2104004008	库存 1.0	产 0.9	存 0.8	有 0.7	的 0.6	出 0.5	储存 0.3999999999999999	收购 0.29999999999999993	出口 0.19999999999999996	进口 0.09999999999999998
RESULT	库存.v 2104004014	库存 1.0	卖 0.9	产 0.8	收 0.7	购 0.6	买 0.5	收购 0.3999999999999999	储存 0.29999999999999993	销售 0.19999999999999996	购买 0.09999999999999998
RESULT	已.v 2104004017	已 1.0	已经 0.9	竟然 0.8	仍然 0.7	更已 0.6	更高 0.5	总量 0.3999999999999999	更多 0.29999999999999993	仍 0.19999999999999996	也 0.09999999999999998
RESULT	已.v 2104012005	已 1.0	今年 0.9	目前 0.8	现已 0.7	近期 0.6	已经 0.5	年度 0.3999999999999999	近年 0.29999999999999993	年年 0.19999999999999996	前期 0.09999999999999998
RESULT	已.v 2105006004	已 1.0	已经 0.9	一个 0.8	已有 0.7	一座 0.6	现已 0.5	至今 0.3999999999999999	至少 0.29999999999999993	这个 0.19999999999999996	那个 0.09999999999999998
RESULT	几乎.v 2104004026	几乎 1.0	也 0.9	却 0.8	则 0.7	， 0.6	还 0.5	似乎 0.3999999999999999	甚至 0.29999999999999993	基本 0.19999999999999996	近乎 0.09999999999999998
RESULT	没有.v 2104004028	没有 1.0	没 0.9	有 0.8	未 0.7	都 0.6	不 0.5	没能 0.3999999999999999	未有 0.29999999999999993	无法 0.19999999999999996	不会 0.09999999999999998
RESULT	卖出.v 2104004029	卖 1.0	卖出 0.9	卖掉 0.8	卖完 0.7	售出 0.6	销售 0.5	买 0.3999999999999999	出货 0.29999999999999993	买到 0.19999999999999996	出售 0.09999999999999998
RESULT	籽棉.v 2104006003	籽棉 1.0	棉 0.9	籽 0.8	又 0.7	花 0.6	糖 0.5	种棉 0.3999999999999999	玉米 0.29999999999999993	棉花 0.19999999999999996	子棉 0.09999999999999998
RESULT	必须.v 2104006004	必须 1.0	须 0.9	要 0.8	需 0.7	必 0.6	不 0.5	不能 0.3999999999999999	必需 0.29999999999999993	需要 0.19999999999999996	须要 0.09999999999999998
RESULT	轧花.v 2104006005	轧花 1.0	不 0.9	要 0.8	再 0.7	轧 0.6	花 0.5	压花 0.3999999999999999	轧棉 0.29999999999999993	卖花 0.19999999999999996	开花 0.09999999999999998
RESULT	脱.v 2104006006	脱 1.0	不脱 0.9	脱掉 0.8	不掉 0.7	去掉 0.6	掉 0.5	剥 0.3999999999999999	加油 0.29999999999999993	削 0.19999999999999996	破 0.09999999999999998
RESULT	籽.v 2104006007	籽 1.0	籽棉 0.9	不掉 0.8	掉皮 0.7	一片 0.6	一层 0.5	脱皮 0.3999999999999999	皮 0.29999999999999993	油 0.19999999999999996	粒 0.09999999999999998
RESULT	只好.v 2104006010	只好 1.0	若 0.9	改 0.8	要 0.7	又 0.6	可 0.5	只能 0.3999999999999999	只要 0.29999999999999993	不好 0.19999999999999996	不能 0.09999999999999998
RESULT	只好.v 2105006024	只好 1.0	好 0.9	要 0.8	又 0.7	就 0.6	只 0.5	只能 0.3999999999999999	只有 0.29999999999999993	不好 0.19999999999999996	可以 0.09999999999999998
RESULT	锯.v 2104006013	锯 1.0	圆锯 0.9	短锯 0.8	锯齿 0.7	锯锯 0.6	三叉 0.5	小刀 0.3999999999999999	刀 0.29999999999999993	切 0.19999999999999996	三角 0.09999999999999998
RESULT	齿.v 2104006014	齿 1.0	锯齿 0.9	切齿 0.8	牙式 0.7	片式 0.6	子式 0.5	槽式 0.3999999999999999	牙 0.29999999999999993	片 0.19999999999999996	刀 0.09999999999999998
RESULT	影响.v 2104006019	影响 1.0	响 0.9	伤 0.8	损 0.7	影 0.6	坏 0.5	危害 0.3999999999999999	增加 0.29999999999999993	降低 0.19999999999999996	破坏 0.09999999999999998
RESULT	影响.v 2104006024	影响 1.0	使 0.9	响 0.8	坏 0.7	影 0.6	损 0.5	降低 0.3999999999999999	增加 0.29999999999999993	危害 0.19999999999999996	提高 0.09999999999999998
RESULT	影响.v 2104009007	影响 1.0	影 0.9	利 0.8	响 0.7	限 0.6	好 0.5	制约 0.3999999999999999	限制 0.29999999999999993	激励 0.19999999999999996	推动 0.09999999999999998
RESULT	棉绒.v 2104006020	棉绒 1.0	棉 0.9	花 0.8	棉纱 0.7	棉花 0.6	其 0.5	绒 0.3999999999999999	毛 0.29999999999999993	纺纱 0.19999999999999996	花绒 0.09999999999999998
RESULT	棉籽.v 2104006025	棉籽 1.0	棉 0.9	它 0.8	油 0.7	籽 0.6	花 0.5	棉花 0.3999999999999999	棉绒 0.29999999999999993	籽棉 0.19999999999999996	玉米 0.09999999999999998
RESULT	出油率.v 2104006027	出油 1.0	出产 0.9	出料 0.8	产量 0.7	油量 0.6	油性 0.5	回收 0.3999999999999999	加工 0.29999999999999993	进料 0.19999999999999996	面积 0.09999999999999998
RESULT	油质.v 2104006029	油质 1.0	质 0.9	油 0.8	量 0.7	水 0.6	籽 0.5	水质 0.3999999999999999	品质 0.29999999999999993	油量 0.19999999999999996	脂质 0.09999999999999998
RESULT	带来.v 2104006033	带来 1.0	带 0.9	来 0.8	造 0.7	有 0.6	以 0.5	造成 0.3999999999999999	带去 0.29999999999999993	来来 0.19999999999999996	招来 0.09999999999999998
RESULT	损失.v 2104006036	损失 1.0	损 0.9	钱 0.8	亏 0.7	失 0.6	的 0.5	亏损 0.3999999999999999	伤害 0.29999999999999993	利润 0.19999999999999996	风险 0.09999999999999998
RESULT	投入.v 2104007001	投入 1.0	投 0.9	用 0.8	们 0.7	收 0.6	种 0.5	投资 0.3999999999999999	投出 0.29999999999999993	注入 0.19999999999999996	输入 0.09999999999999998
RESULT	投入.v 2104012006	投入 1.0	投 0.9	压 0.8	收 0.7	用 0.6	有 0.5	投放 0.3999999999999999	注入 0.29999999999999993	引入 0.19999999999999996	进入 0.09999999999999998
RESULT	收.v 2104007004	收 1.0	已收 0.9	多收 0.8	收收 0.7	收回 0.6	拿 0.5	赚 0.3999999999999999	退 0.29999999999999993	接 0.19999999999999996	挽 0.09999999999999998
RESULT	收.v 2104015029	收 1.0	收收 0.9	多收 0.8	收购 0.7	回收 0.6	收藏 0.5	卖 0.3999999999999999	送 0.29999999999999993	交 0.19999999999999996	拿 0.09999999999999998
RESULT	回来.v 2104007006	回来 1.0	回 0.9	来 0.8	去 0.7	起 0.6	到 0.5	回去 0.3999999999999999	出来 0.29999999999999993	起来 0.19999999999999996	过来 0.09999999999999998
RESULT	收入.v 2104007009	收入 1.0	收 0.9	入 0.8	量 0.7	额 0.6	费 0.5	收益 0.3999999999999999	收出 0.29999999999999993	支出 0.19999999999999996	利润 0.09999999999999998
RESULT	骤减.v 2104007010	骤减 1.0	减 0.9	降 0.8	少 0.7	增 0.6	锐减 0.5	骤增 0.3999999999999999	猛减 0.29999999999999993	低 0.19999999999999996	剧减 0.09999999999999998
RESULT	极大.v 2104007012	极大 1.0	大 0.9	极 0.8	重 0.7	深 0.6	严重 0.5	狠 0.3999999999999999	很大 0.29999999999999993	大大 0.19999999999999996	极重 0.09999999999999998
RESULT	挫伤.v 2104007014	挫伤 1.0	伤 0.9	挫 0.8	损 0.7	害 0.6	打 0.5	损伤 0.3999999999999999	伤害 0.29999999999999993	打击 0.19999999999999996	折损 0.09999999999999998
RESULT	较高.v 2104008016	较高 1.0	高 0.9	低 0.8	较低 0.7	偏高 0.6	偏低 0.5	大 0.3999999999999999	贵 0.29999999999999993	很高 0.19999999999999996	多 0.09999999999999998
RESULT	消费.v 2104008019	消费 1.0	产 0.9	消 0.8	的 0.7	厂 0.6	大 0.5	生产 0.3999999999999999	销售 0.29999999999999993	收购 0.19999999999999996	贸易 0.09999999999999998
RESULT	厂家.v 2104008020	厂家 1.0	者 0.9	商 0.8	厂 0.7	户 0.6	家 0.5	企业 0.3999999999999999	商家 0.29999999999999993	市场 0.19999999999999996	厂商 0.09999999999999998
RESULT	承受.v 2104008022	承受 1.0	受 0.9	承 0.8	接 0.7	做 0.6	收 0.5	接受 0.3999999999999999	承接 0.29999999999999993	承担 0.19999999999999996	忍受 0.09999999999999998
RESULT	受.v 2104009002	受 1.0	受到 0.9	由于 0.8	不受 0.7	因为 0.6	深受 0.5	接受 0.3999999999999999	因 0.29999999999999993	因应 0.19999999999999996	不顾 0.09999999999999998
RESULT	产业.v 2104009004	产业 1.0	新 0.9	的 0.8	和 0.7	大 0.6	经济 0.5	行业 0.3999999999999999	工业 0.29999999999999993	农业 0.19999999999999996	发展 0.09999999999999998
RESULT	化纤.v 2104009009	化纤 1.0	棉 0.9	纤 0.8	氨 0.7	钢 0.6	化肥 0.5	塑料 0.3999999999999999	纤维 0.29999999999999993	农业 0.19999999999999996	纺织 0.09999999999999998
RESULT	化纤.v 2104010006	化纤 1.0	棉 0.9	氨 0.8	布 0.7	毛 0.6	纤 0.5	化肥 0.3999999999999999	纺纱 0.29999999999999993	棉花 0.19999999999999996	涤纶 0.09999999999999998
RESULT	替代.v 2104009010	替代 1.0	代 0.9	替 0.8	换 0.7	成 0.6	变 0.5	代替 0.3999999999999999	取代 0.29999999999999993	换代 0.19999999999999996	替换 0.09999999999999998
RESULT	纺织.v 2104010001	纺织 1.0	纺 0.9	棉 0.8	农 0.7	的 0.6	织 0.5	化纤 0.3999999999999999	织物 0.29999999999999993	棉织 0.19999999999999996	化工 0.09999999999999998
RESULT	比例.v 2104010008	比例 1.0	比 0.9	例 0.8	重 0.7	量 0.6	比重 0.5	占 0.3999999999999999	比率 0.29999999999999993	重量 0.19999999999999996	依例 0.09999999999999998
RESULT	约.v 2104010009	约 1.0	大约 0.9	一般 0.8	一直 0.7	约定 0.6	一度 0.5	原来 0.3999999999999999	大致 0.29999999999999993	大概 0.19999999999999996	预计 0.09999999999999998
RESULT	变成.v 2104010014	变成 1.0	是 0.9	为 0.8	变 0.7	成 0.6	变为 0.5	约 0.3999999999999999	改成 0.29999999999999993	成为 0.19999999999999996	改为 0.09999999999999998
RESULT	需求量.v 2104010020	需求 1.0	需要 0.9	要求 0.8	供应 0.7	供给 0.6	应用 0.5	供求 0.3999999999999999	消耗 0.29999999999999993	求求 0.19999999999999996	产量 0.09999999999999998
RESULT	减少.v 2104010021	减少 1.0	少 0.9	减 0.8	大 0.7	增加 0.6	多 0.5	小 0.3999999999999999	增多 0.29999999999999993	降低 0.19999999999999996	下降 0.09999999999999998
RESULT	严重.v 2104011007	严重 1.0	重 0.9	大 0.8	严 0.7	多 0.6	深 0.5	重重 0.3999999999999999	严峻 0.29999999999999993	较重 0.19999999999999996	深重 0.09999999999999998
RESULT	严重.v 2104011017	严重 1.0	很 0.9	也 0.8	较 0.7	更 0.6	仍 0.5	急剧 0.3999999999999999	非常 0.29999999999999993	极度 0.19999999999999996	十分 0.09999999999999998
RESULT	周转.v 2104011012	周转 1.0	转 0.9	周 0.8	流 0.7	也 0.6	链 0.5	循环 0.3999999999999999	转移 0.29999999999999993	转账 0.19999999999999996	周旋 0.09999999999999998
RESULT	不灵.v 2104011013	不灵 1.0	灵 0.9	慢 0.8	难 0.7	差 0.6	快 0.5	失灵 0.3999999999999999	不通 0.29999999999999993	困难 0.19999999999999996	灵活 0.09999999999999998
RESULT	仅.v 2104012014	仅 1.0	仅仅 0.9	仅只 0.8	其中 0.7	不仅 0.6	但 0.5	只 0.3999999999999999	只需 0.29999999999999993	只要 0.19999999999999996	单单 0.09999999999999998
RESULT	占压.v 2104012015	占 1.0	占用 0.9	占有 0.8	用 0.7	有 0.6	花 0.5	到 0.3999999999999999	利用 0.29999999999999993	涉及 0.19999999999999996	使用 0.09999999999999998
RESULT	利薄.v 2104013005	薄 1.0	多 0.9	少 0.8	大 0.7	小 0.6	亏损 0.5	利多 0.3999999999999999	亏本 0.29999999999999993	盈利 0.19999999999999996	放大 0.09999999999999998
RESULT	甚至.v 2104013007	甚至 1.0	不 0.9	且 0.8	或 0.7	也 0.6	至 0.5	或者 0.3999999999999999	至少 0.29999999999999993	乃至 0.19999999999999996	而且 0.09999999999999998
RESULT	赔本.v 2104013008	赔本 1.0	赔 0.9	本 0.8	亏 0.7	损 0.6	亏本 0.5	赚 0.3999999999999999	亏损 0.29999999999999993	赔损 0.19999999999999996	回本 0.09999999999999998
RESULT	待.v 2104014003	待 1.0	不待 0.9	惜 0.8	望 0.7	求 0.6	不惜 0.5	要求 0.3999999999999999	涨 0.29999999999999993	不知 0.19999999999999996	趁 0.09999999999999998
RESULT	价.v 2104014004	价 1.0	涨价 0.9	低价 0.8	高价 0.7	市价 0.6	跌价 0.5	市场 0.3999999999999999	卖价 0.29999999999999993	降价 0.19999999999999996	时机 0.09999999999999998
RESULT	惜售.v 2104014005	惜售 1.0	低 0.9	售 0.8	高 0.7	惜 0.6	贵 0.5	待售 0.3999999999999999	求售 0.29999999999999993	还价 0.19999999999999996	难求 0.09999999999999998
RESULT	错失良机.v 2104014008	良机 1.0	亏损 0.9	错失 0.8	失利 0.7	失败 0.6	损失 0.5	成交 0.3999999999999999	误机 0.29999999999999993	好货 0.19999999999999996	不卖 0.09999999999999998
RESULT	落实.v 2104015008	落实 1.0	还 0.9	仍 0.8	尚 0.7	已 0.6	也 0.5	完成 0.3999999999999999	执行 0.29999999999999993	实施 0.19999999999999996	达到 0.09999999999999998
RESULT	不足.v 2104015009	不足 1.0	足 0.9	到 0.8	仅 0.7	近 0.6	了 0.5	不到 0.3999999999999999	不够 0.29999999999999993	未足 0.19999999999999996	只有 0.09999999999999998
RESULT	应.v 2104015014	应 1.0	应当 0.9	应该 0.8	必须 0.7	还要 0.6	正在 0.5	可以 0.3999999999999999	已经 0.29999999999999993	将 0.19999999999999996	需要 0.09999999999999998
RESULT	积极.v 2104015015	积极 1.0	当 0.9	该 0.8	积 0.7	多 0.6	极 0.5	踊跃 0.3999999999999999	迅速 0.29999999999999993	积分 0.19999999999999996	继续 0.09999999999999998
RESULT	积极.v 2107007006	积极 1.0	极 0.9	更 0.8	最 0.7	好 0.6	尽 0.5	消极 0.3999999999999999	迅速 0.29999999999999993	正确 0.19999999999999996	健全 0.09999999999999998
RESULT	采取.v 2104015016	采取 1.0	采 0.9	取 0.8	出 0.7	做 0.6	拿 0.5	採取 0.3999999999999999	采用 0.29999999999999993	制定 0.19999999999999996	采集 0.09999999999999998
RESULT	采取.v 2106003001	采取 1.0	采 0.9	采用 0.8	以 0.7	通 0.6	取 0.5	利 0.3999999999999999	通过 0.29999999999999993	利用 0.19999999999999996	採取 0.09999999999999998
RESULT	采取.v 2107007005	采取 1.0	采 0.9	取 0.8	以 0.7	用 0.6	、 0.5	采用 0.3999999999999999	採取 0.29999999999999993	制取 0.19999999999999996	采行 0.09999999999999998
RESULT	大力.v 2104015019	大力 1.0	大 0.9	力 0.8	多 0.7	并 0.6	以 0.5	积极 0.3999999999999999	大量 0.29999999999999993	全力 0.19999999999999996	加力 0.09999999999999998
RESULT	筹措.v 2104015020	筹措 1.0	筹 0.9	募 0.8	用 0.7	投 0.6	发 0.5	筹集 0.3999999999999999	筹设 0.29999999999999993	募集 0.19999999999999996	籌措 0.09999999999999998
RESULT	待售.v 2104015026	待售 1.0	售 0.9	卖 0.8	买 0.7	购 0.6	种 0.5	出售 0.3999999999999999	求购 0.29999999999999993	已售 0.19999999999999996	未售 0.09999999999999998
RESULT	上来.v 2104015030	上来 1.0	上 0.9	好 0.8	来 0.7	回 0.6	齐 0.5	上去 0.3999999999999999	回来 0.29999999999999993	进来 0.19999999999999996	下来 0.09999999999999998
RESULT	保护.v 2104015033	保护 1.0	保 0.9	护 0.8	保障 0.7	保证 0.6	及 0.5	维护 0.3999999999999999	利 0.29999999999999993	维 0.19999999999999996	促进 0.09999999999999998
RESULT	利益.v 2104015037	利益 1.0	性 0.9	利 0.8	力 0.7	益 0.6	权 0.5	权益 0.3999999999999999	收益 0.29999999999999993	效益 0.19999999999999996	利润 0.09999999999999998
RESULT	顺利.v 2104015047	顺利 1.0	好 0.9	利 0.8	稳 0.7	顺 0.6	快 0.5	正常 0.3999999999999999	快速 0.29999999999999993	顺畅 0.19999999999999996	安全 0.09999999999999998
RESULT	实施.v 2104015048	实施 1.0	实 0.9	执行 0.8	落 0.7	行 0.6	落实 0.5	推 0.3999999999999999	实现 0.29999999999999993	施 0.19999999999999996	实行 0.09999999999999998
RESULT	告诉.v 2105002009	告诉 1.0	诉 0.9	告 0.8	劝 0.7	教 0.6	问 0.5	告知 0.3999999999999999	告诫 0.29999999999999993	诉诉 0.19999999999999996	提诉 0.09999999999999998
RESULT	开展.v 2105002013	开展 1.0	开 0.9	展 0.8	县 0.7	这 0.6	全 0.5	发展 0.3999999999999999	举行 0.29999999999999993	举办 0.19999999999999996	进展 0.09999999999999998
RESULT	文明户.v 2105002016	文明 1.0	农户 0.9	村民 0.8	农村 0.7	家庭 0.6	农民 0.5	村庄 0.3999999999999999	人口 0.29999999999999993	乡村 0.19999999999999996	干部 0.09999999999999998
RESULT	评比.v 2105002017	评比 1.0	的 0.9	比 0.8	评 0.7	等 0.6	选 0.5	评选 0.3999999999999999	评评 0.29999999999999993	推荐 0.19999999999999996	推介 0.09999999999999998
RESULT	活动.v 2105002018	活动 1.0	活 0.9	动 0.8	之 0.7	当 0.6	其 0.5	动动 0.3999999999999999	行动 0.29999999999999993	运动 0.19999999999999996	动作 0.09999999999999998
RESULT	活动.v 2106002024	活动 1.0	会 0.9	日 0.8	节 0.7	行动 0.6	运动 0.5	联动 0.3999999999999999	动动 0.29999999999999993	项目 0.19999999999999996	动员 0.09999999999999998
RESULT	非要.v 2105002022	非要 1.0	要 0.9	非 0.8	得 0.7	又 0.6	就 0.5	还要 0.3999999999999999	硬要 0.29999999999999993	需要 0.19999999999999996	强要 0.09999999999999998
RESULT	发给.v 2105002023	发给 1.0	给 0.9	发 0.8	送 0.7	颁给 0.6	打 0.5	放 0.3999999999999999	给予 0.29999999999999993	送给 0.19999999999999996	传给 0.09999999999999998
RESULT	让.v 2105002028	让 1.0	不让 0.9	就让 0.8	让给 0.7	给 0.6	把 0.5	要 0.3999999999999999	叫 0.29999999999999993	还给 0.19999999999999996	使 0.09999999999999998
RESULT	不肯.v 2105004001	不肯 1.0	肯 0.9	说 0.8	不 0.7	想 0.6	怕 0.5	不敢 0.3999999999999999	不愿 0.29999999999999993	宁肯 0.19999999999999996	拒绝 0.09999999999999998
RESULT	土豆.v 2105004007	土豆 1.0	豆 0.9	菜 0.8	麦 0.7	花 0.6	瓜 0.5	水果 0.3999999999999999	黄豆 0.29999999999999993	黄瓜 0.19999999999999996	豌豆 0.09999999999999998
RESULT	土豆.v 2105007021	土豆 1.0	豆 0.9	米 0.8	肉 0.7	菜 0.6	钱 0.5	黄豆 0.3999999999999999	水果 0.29999999999999993	地瓜 0.19999999999999996	黄瓜 0.09999999999999998
RESULT	时候.v 2105004009	时候 1.0	时 0.9	话 0.8	钱 0.7	人 0.6	事 0.5	时侯 0.3999999999999999	同时 0.29999999999999993	那天 0.19999999999999996	当天 0.09999999999999998
RESULT	扣.v 2105004012	扣 1.0	扣下 0.9	扣掉 0.8	被扣 0.7	扣回 0.6	罚 0.5	收 0.3999999999999999	给 0.29999999999999993	拿 0.19999999999999996	退 0.09999999999999998
RESULT	三元钱.v 2105004014	三元 1.0	五元 0.9	一元 0.8	两元 0.7	四元 0.6	二元 0.5	七元 0.3999999999999999	十元 0.29999999999999993	六元 0.19999999999999996	几元 0.09999999999999998
RESULT	实际情况.v 2105005002	实际 1.0	情况 0.9	事实 0.8	真相 0.7	原因 0.6	结果 0.5	问题 0.3999999999999999	现实 0.29999999999999993	实情 0.19999999999999996	其实 0.09999999999999998
RESULT	至今.v 2105005006	至今 1.0	也 0.9	今 0.8	却 0.7	还 0.6	人 0.5	迄今 0.3999999999999999	从今 0.29999999999999993	如今 0.19999999999999996	始终 0.09999999999999998
RESULT	尚未.v 2105005007	尚未 1.0	未 0.9	仍未 0.8	已 0.7	没 0.6	不 0.5	尚 0.3999999999999999	并未 0.29999999999999993	未能 0.19999999999999996	尚不 0.09999999999999998
RESULT	脱贫.v 2105005008	脱贫 1.0	贫 0.9	脱 0.8	富 0.7	死 0.6	穷 0.5	脱困 0.3999999999999999	破产 0.29999999999999993	扶贫 0.19999999999999996	落户 0.09999999999999998
RESULT	外欠.v 2105005010	外欠 1.0	欠 0.9	有 0.8	外 0.7	还 0.6	债 0.5	还欠 0.3999999999999999	欠下 0.29999999999999993	面临 0.19999999999999996	外借 0.09999999999999998
RESULT	债务.v 2105005012	债务 1.0	债 0.9	钱 0.8	款 0.7	账 0.6	财 0.5	财产 0.3999999999999999	贷款 0.29999999999999993	财务 0.19999999999999996	欠款 0.09999999999999998
RESULT	土窑洞.v 2105006008	窑洞 1.0	土窑 0.9	砖窑 0.8	房子 0.7	古窑 0.6	房屋 0.5	瓦窑 0.3999999999999999	煤窑 0.29999999999999993	陶窑 0.19999999999999996	老屋 0.09999999999999998
RESULT	窑.v 2105006010	窑 1.0	大窑 0.9	炉 0.8	这时 0.7	这些 0.6	泥 0.5	灶 0.3999999999999999	大坑 0.29999999999999993	锅 0.19999999999999996	今年 0.09999999999999998
RESULT	窑.v 2105006028	窑 1.0	屋 0.9	土窑 0.8	大窑 0.7	房 0.6	房屋 0.5	砖窑 0.3999999999999999	房子 0.29999999999999993	墙 0.19999999999999996	锅 0.09999999999999998
RESULT	土.v 2105006011	土 1.0	灰土 0.9	瓦房 0.8	水土 0.7	砖 0.6	砖墙 0.5	子 0.3999999999999999	石头 0.29999999999999993	壁 0.19999999999999996	基 0.09999999999999998
RESULT	已经.v 2105006012	已经 1.0	已 0.9	也 0.8	又 0.7	都 0.6	还 0.5	早已 0.3999999999999999	已然 0.29999999999999993	曾经 0.19999999999999996	还是 0.09999999999999998
RESULT	塌.v 2105006013	塌 1.0	坍塌 0.9	塌落 0.8	崩塌 0.7	倒塌 0.6	倾塌 0.5	压塌 0.3999999999999999	倾斜 0.29999999999999993	垮塌 0.19999999999999996	坍陷 0.09999999999999998
RESULT	窗子.v 2105006016	窗子 1.0	窗 0.9	墙 0.8	门 0.7	窗户 0.6	窗口 0.5	屋 0.3999999999999999	窑 0.29999999999999993	墙壁 0.19999999999999996	房子 0.09999999999999998
RESULT	居住.v 2105006021	居住 1.0	其 0.9	了 0.8	住 0.7	它 0.6	人 0.5	住房 0.3999999999999999	居民 0.29999999999999993	生活 0.19999999999999996	住宅 0.09999999999999998
RESULT	安全.v 2105006022	安全 1.0	性 0.9	者 0.8	安 0.7	权 0.6	感 0.5	安排 0.3999999999999999	安安 0.29999999999999993	健康 0.19999999999999996	舒适 0.09999999999999998
RESULT	柱子.v 2105006026	柱子 1.0	柱 0.9	砖 0.8	墙 0.7	瓦 0.6	杆 0.5	锥子 0.3999999999999999	杆子 0.29999999999999993	砖头 0.19999999999999996	梁子 0.09999999999999998
RESULT	顶住.v 2105006027	顶住 1.0	住 0.9	顶 0.8	撑 0.7	挡 0.6	压 0.5	挡住 0.3999999999999999	撑住 0.29999999999999993	钉住 0.19999999999999996	压住 0.09999999999999998
RESULT	顶.v 2105006029	顶 1.0	土 0.9	门 0.8	底 0.7	洞 0.6	壁 0.5	子 0.3999999999999999	头 0.29999999999999993	门口 0.19999999999999996	下面 0.09999999999999998
RESULT	读书.v 2105007004	读书 1.0	书 0.9	也 0.8	都 0.7	读 0.6	又 0.5	念书 0.3999999999999999	学书 0.29999999999999993	上学 0.19999999999999996	买书 0.09999999999999998
RESULT	交.v 2105007005	交 1.0	付 0.9	缴 0.8	收 0.7	领 0.6	拿 0.5	拉 0.3999999999999999	报 0.29999999999999993	还付 0.19999999999999996
RESULT	学费.v 2105007008	学费 1.0	钱 0.9	学 0.8	费 0.7	税 0.6	款 0.5	税费 0.3999999999999999	稿费 0.29999999999999993	费用 0.19999999999999996	书费 0.09999999999999998
RESULT	只有.v 2105007010	只有 1.0	要 0.9	就 0.8	只 0.7	又 0.6	还 0.5	只好 0.3999999999999999	只要 0.29999999999999993	唯有 0.19999999999999996	没有 0.09999999999999998
RESULT	求.v 2105007011	求 1.0	求求 0.9	去求 0.8	要求 0.7	请求 0.6	跪求 0.5	找到 0.3999999999999999	跟着 0.29999999999999993	去找 0.19999999999999996	逼着 0.09999999999999998
RESULT	欠条.v 2105007016	欠条 1.0	欠 0.9	条 0.8	款 0.7	赌 0.6	信 0.5	借条 0.3999999999999999	信条 0.29999999999999993	欠款 0.19999999999999996	假条 0.09999999999999998
RESULT	感觉.v 2105008002	感觉 1.0	说 0.9	觉 0.8	称 0.7	怕 0.6	嫌 0.5	感到 0.3999999999999999	觉得 0.29999999999999993	感叹 0.19999999999999996	知道 0.09999999999999998
RESULT	藏.v 2105008013	藏 1.0	隐藏 0.9	收藏 0.8	藏匿 0.7	掩藏 0.6	包藏 0.5	保存 0.3999999999999999	埋藏 0.29999999999999993	封藏 0.19999999999999996	寄存 0.09999999999999998
RESULT	柜子.v 2105008015	柜子 1.0	柜 0.9	家 0.8	屋 0.7	房 0.6	那 0.5	橱柜 0.3999999999999999	箱子 0.29999999999999993	橱窗 0.19999999999999996	柜门 0.09999999999999998
RESULT	不好意思.v 2105008018	不好意思 1.0	不想 0.9	不愿 0.8	不肯 0.7	没法 0.6	没有 0.5	想要 0.3999999999999999	无法 0.29999999999999993	很难 0.19999999999999996	希望 0.09999999999999998
RESULT	挂.v 2105008019	挂 1.0	打印 0.9	推销 0.8	打开 0.7	推推 0.6	卖 0.5	放 0.3999999999999999	贴 0.29999999999999993	摆 0.19999999999999996	掛 0.09999999999999998
RESULT	报载.v 2106002000	报载 1.0	图 0.9	附 0.8	报 0.7	注 0.6	载 0.5	转载 0.3999999999999999	资料 0.29999999999999993	刊载 0.19999999999999996	下载 0.09999999999999998
RESULT	改善.v 2106002004	改善 1.0	善 0.9	改 0.8	了 0.7	好 0.6	搞 0.5	加强 0.3999999999999999	善化 0.29999999999999993	改进 0.19999999999999996	促进 0.09999999999999998
RESULT	改善.v 2106003037	改善 1.0	善 0.9	改 0.8	好 0.7	了 0.6	新 0.5	促进 0.3999999999999999	加强 0.29999999999999993	修善 0.19999999999999996	建立 0.09999999999999998
RESULT	邻里.v 2106002005	邻里 1.0	里 0.9	邻 0.8	区 0.7	村 0.6	家 0.5	邻居 0.3999999999999999	邻家 0.29999999999999993	家庭 0.19999999999999996	社区 0.09999999999999998
RESULT	邻里.v 2106002022	邻里 1.0	的 0.9	里 0.8	家 0.7	区 0.6	亲子 0.5	社区 0.3999999999999999	里里 0.29999999999999993	鄰里 0.19999999999999996	邻家 0.09999999999999998
