RESULT	增救.v 2100005001	救 2.360103017165401	保护 1.7931066188209615	保住 1.736622187260124	杀 1.544793045988785	生杀 1.5016750371595946	护 1.4228846120780734	放 1.4215957318614216	接 1.3371678831635874	延接 1.3201661652760588
RESULT	严重.v 2104011017	极度 2.765803829898388	急剧 2.7534880612783303	非常 2.672784426542061	十分 2.6451240866091466	重度 2.577526055501609	重重 2.5072274652350792	极为 2.505390856352313	极其 2.502679932238518	高度 2.4774705831552444	深度 2.4267958609613536
RESULT	周转.v 2104011012	流动 2.866507003146872	流转 2.837455280537361	运转 2.6838978320474927	循环 2.6114557764140067	轮转 2.5823509213123996	运行 2.576937978582536	回笼 2.573386021204296	转移 2.5551758342843014	回转 2.5522426615983704	周旋 2.544549345042181
RESULT	不灵.v 2104011013	失灵 2.887799999858068	困难 2.6738889355293103	不通 2.651679239913493	缓慢 2.58194079395071	无力 2.577887308773829	欠佳 2.5218774922722513	无效 2.4870471898364537	紧张 2.379947838576358	难 2.360783542199232	失调 2.343129929079547
RESULT	仅.v 2104012014	仅仅 2.4196347334804384	仅只 2.292997831809051	只 2.2919764200500445	单 2.1639923830271854	单单 2.1222136028097816	光是 2.038247387504547	而 1.9963379756718698	只要 1.9946449589279538	其中 1.9778218186936345	光 1.9695662676557402
RESULT	占压.v 2104012015	占用 2.359998501172653	占有 2.332458430139735	占 2.3037791494818354	掌控 2.0649319706565588	剩下 2.0635711253322477	拥挤 2.0434612708958255	拥有 2.0431866204415345	掌握 2.0205150848905475	投入 1.9957685843581003	集中 1.9779714321129893
RESULT	利薄.v 2104013005	盈利 2.4947506853992287	亏损 2.3521543595975554	利多 2.340281909059928	亏本 2.127123480613941	盈亏 2.1068046504332867	薄 2.077893743826108	力弱 1.9333640605429832	小 1.8954964921870858	资浅 1.8563835212516988	少 1.8511895741122852
RESULT	甚至.v 2104013007	乃至 1.8500569445424597	甚或 1.793711793374666	或者 1.6193024637841202	而且 1.618989172044662	以至 1.5930185869501097	甚且 1.5630853678068557	或 1.5605570814112375	几乎 1.539501403615629	至于 1.5275240150798381	并且 1.4985862465751032
RESULT	赔本.v 2104013008	亏本 2.185073496665685	亏损 2.009240220914914	亏钱 1.8342983599380493	损失 1.8328440076962054	赔损 1.8270945584810638	保本 1.785540330841563	赔 1.7274513119100232	回本 1.6682921845527987	赚钱 1.661085940202361	补贴 1.651793775323798
RESULT	待.v 2104014003	惜 2.399559859632072	望 2.1015807793392907	求 2.0241937829965493	涨 1.938262254159517	趁 1.918284017310848	不待 1.9170474400191573	好 1.9101809453625584	遇 1.8307596544993876	在望 1.7617346687022568	不知 1.7424275357558587
RESULT	价.v 2104014004	货 2.1562085529054293	卖价 2.0849533096853685	市 2.038648918440587	涨价 2.0300536905523208	市价 2.0236115643765276	产 2.0121475874507144	机 1.9942158354033346	跌价 1.956777447909426	低价 1.9230144472201869	降价 1.9003662374228507
RESULT	惜售.v 2104014005	待售 2.0300409318320383	还价 1.997163847588919	惜 1.9627459494058728	卖出 1.905297104583724	卖价 1.868795237532604	售 1.8200334624809649	求售 1.8131460265580785	卖货 1.7519704363620408	难买 1.713515788907722	贵 1.558447659604821
RESULT	错失良机.v 2104014008	不失良机 2.1304847352680203	错失 1.990606940401404	良机 1.9773312620515786	失败 1.9299769286199318	误机 1.8948764834928993	失利 1.8359497573358063	亏损 1.8003736821604681	误会 1.7244503929896375	损失 1.694162363910787	不利 1.68110320231967
RESULT	落实.v 2104015008	实施 3.0065899466233645	实现 2.9188016653452404	完成 2.8954085385450625	实行 2.847087883794424	执行 2.8413510298873064	落地 2.838774561475211	落成 2.8029227610521876	开展 2.7475528229219908	制定 2.7284516521993325	还 2.7174228611808817
RESULT	不足.v 2104015009	不到 3.099816291705844	不够 2.8887281925674753	没有 2.7674808597842	只有 2.764265898395783	少于 2.749438732364994	未足 2.7311188174901218	超过 2.7023578561103423	仅有 2.6834472516198637	未满 2.657171748676783	仅 2.6355299186658763
RESULT	应.v 2104015014	应该 3.0002481859868118	要 2.990072554910554	应当 2.912003300941792	必须 2.8826475422957496	宜 2.836233813541371	可 2.8176647584354995	将 2.8129903223907338	需要 2.790218477791527	当 2.7399438460464975	可以 2.713838847496231
RESULT	积极.v 2104015015	迅速 2.7853653322260103	及时 2.741664730038555	认真 2.7413628129632652	继续 2.67433730436035	持续 2.6683126830982786	立即 2.6608392250959727	充分 2.6584009270959146	努力 2.6268625703412365	该 2.6234839182578433	及早 2.6089382539181987
RESULT	积极.v 2107007006	迅速 2.6693465381147288	正确 2.608209881259544	坚决 2.5638982424629546	正面 2.5634541563401916	消极 2.556607028618441	正当 2.4922194343989403	更多 2.4679291041299307	更 2.4516273827286907	更加 2.4439501196090005	坚定 2.4423376564372834
RESULT	采取.v 2104015016	采用 2.8651232295664206	作出 2.7098601340110866	出台 2.7051633997212012	制定 2.7001919909586114	进行 2.6734235725076374	取得 2.6651717917605358	施行 2.6552033524503535	提出 2.6368665736291343	制订 2.6107965236414374	运用 2.609850936564479
RESULT	采取.v 2106003001	采用 3.147303980958082	通过 3.040135972099929	利用 2.904847753087937	运用 2.891299424067724	以 2.8640062040236214	采行 2.8334694312208772	使用 2.8298956923374083	实行 2.8282378077753334	实施 2.800897037061874	采 2.7659950022462825
RESULT	采取.v 2107007005	实施 2.8042237091874407	采用 2.7632617530713484	实行 2.6779835522540614	制定 2.6760978156519184	出台 2.6109193509055717	取得 2.6094415576599608	提出 2.5750290880867577	进行 2.571216563624549	运用 2.5257140287398956	作出 2.5132341199322585
RESULT	大力.v 2104015019	全力 2.903437261532059	积极 2.880231083901329	努力 2.873052954233198	大量 2.8412357630181932	强力 2.835920564393625	着力 2.7926717094771143	极力 2.7837050426129712	充分 2.761727581942758	大胆 2.7523356082843473	全面 2.6959521307776675
RESULT	筹措.v 2104015020	筹集 3.0444751909078294	募集 2.7959160850685563	筹设 2.7751645827175864	支持 2.7284294563318596	增加 2.72308547007272	举措 2.7205862749975878	提高 2.702188187615212	提供 2.6928552094772176	发放 2.6915663795594784	扩大 2.6842555978734746
RESULT	待售.v 2104015026	出售 2.934073508990951	预售 2.903848188600672	未售 2.9005728324642743	已售 2.8868458084484	销售 2.8441884144967067	售 2.774135386288792	求售 2.7597606692095873	卖 2.7354374385842455	求购 2.7157000680421906	预购 2.704993018408569
RESULT	上来.v 2104015030	回来 3.042163313497591	起来 2.9760674113382946	上去 2.9709314708002754	进来 2.9516291674158293	下来 2.8890949294768014	回去 2.8635097400143277	过来 2.863088467390378	出来 2.852769969521081	来 2.8276846143138608	进去 2.8154273918915744
RESULT	保护.v 2104015033	保障 3.0140821795868877	维护 2.985452464804046	保证 2.951308110835369	确保 2.9088378036963025	防护 2.8139061341280747	维持 2.8106942445163527	护持 2.7943704213291305	促进 2.7865744043386242	护卫 2.7646663302155607	捍卫 2.752196042725336
RESULT	利益.v 2104015037	收益 2.922218127910174	效益 2.9175990205651314	权益 2.881545200444835	利润 2.849500854745501	福利 2.8045547531319976	权利 2.7481351236059037	实益 2.73685433860266	福祉 2.6944187883235893	收入 2.6927535062724752	损益 2.6857426381471594
RESULT	顺利.v 2104015047	正常 2.850055287736654	顺畅 2.849891386018414	有效 2.813630357564243	成功 2.8117426034898907	正确 2.809781506796832	圆满 2.8039446325337933	如期 2.7657168707409836	按时 2.756645936706492	有序 2.7518944360614697	平稳 2.74594444829767
RESULT	实施.v 2104015048	实行 2.9849879220712228	执行 2.9274883146735036	推行 2.9034877353207293	施行 2.9019240274295535	落实 2.894208263468733	实现 2.827967649733137	进行 2.7666963909123385	推进 2.7417544946533106	开展 2.7303194795685286	完成 2.7209756870028574
RESULT	告诉.v 2105002009	告知 2.2408623290821463	诉诉 2.1811456477224023	告诫 2.11584090579776	提醒 2.101430026225187	通知 2.078844947987063	诉 2.06909754321499	报告 2.0475330029641388	介绍 1.9951617569469533	提诉 1.973685445710608	通告 1.9675112873403633
RESULT	开展.v 2105002013	进行 2.3866899097416763	举办 2.340339229178444	举行 2.3294190479845387	启动 2.3047003390408918	发展 2.292549392841331	开办 2.269071123660293	参加 2.220285365141595	召开 2.2192740856974806	展开 2.202350275556189	推行 2.1960552342956046
RESULT	文明户.v 2105002016	文明 2.3813574984993853	小户 2.172708197926835	农户 2.145161854199649	文化 2.004410125129454	家庭 2.001612285005667	农民 1.9771368929008144	农村 1.9732396752298955	社区 1.9412958696862292	村民 1.928855950789883	家户 1.9166091305625752
RESULT	评比.v 2105002017	评选 2.4257368358678697	竞赛 2.202477361113096	考核 2.1475683855771397	竞选 2.138984484775275	考评 2.138445857315896	评评 2.1269140132398183	排名 2.121475340475446	选拔 2.1109705459034314	检查 2.0994759547059862	选评 2.0885491411715633
RESULT	活动.v 2105002018	行动 2.3623835327407443	运动 2.315967962174697	工作 2.2905524182024943	项目 2.1733128076366417	过程 2.1678910923227592	劳动 2.1538862769950082	工程 2.15050942535745	环节 2.1411263169898787	动动 2.1369392378732806	举动 2.124914072049246
RESULT	活动.v 2106002024	行动 3.200239273152502	运动 3.1005226490311375	项目 3.0977901949993623	计划 3.000356614689988	会 2.8552836591964974	会议 2.8482378919461078	举动 2.8476533432242115	大会 2.8428149027954888	游行 2.8354658971659052	大赛 2.80876716007568
RESULT	非要.v 2105002022	非得 2.4444790708220654	要 2.241091094559158	需要 2.2341902705452754	硬要 2.2333923016646975	必须 2.1917075625481033	还要 2.1310530297467176	就要 2.1004946754053333	非 2.1003777472247442	须要 2.0580840796471733	强要 2.0547788423021247
RESULT	发给.v 2105002023	送给 2.3970737934045228	给 2.3550536434464115	颁给 2.2717938621172467	拿给 2.2399761116523083	给予 2.2184806709573417	传给 2.2176926545990616	送 2.2142510600952994	留给 2.2070944662094347	递给 2.2058702727844124	授予 2.194277096383288
RESULT	让.v 2105002028	要 2.3114980952901236	给 2.3001658351472747	叫 2.2955289209278	使 2.2277017164592916	令 2.2109901302306953	就让 2.1824282360020035	把 2.106763523283852	不让 2.096501684824312	让给 2.093249669333797	将 2.0299685543502592
RESULT	不肯.v 2105004001	拒绝 2.103483802621225	不愿 2.070055113984378	不敢 2.0640733753978107	不 2.0221547733672485	答应 1.8855277432673057	要不 1.8014772802974746	坚持 1.7716152734370711	宁肯 1.6774329353858002	想 1.646660958344832	坚决 1.6116176750324627
RESULT	土豆.v 2105004007	豆子 1.9581998044777096	黄豆 1.905397928868794	大豆 1.8494107478699897	豌豆 1.7699493819079877	红薯 1.7428227068039401	番茄 1.7310378912936382	黄瓜 1.7165163068966744	红豆 1.7128275670780526	地瓜 1.6665592859780292	木薯 1.6653300687110277
RESULT	土豆.v 2105007021	豆子 2.062877924627451	黄豆 2.050709814945025	豌豆 2.0169934422367786	大豆 2.016526323536777	地瓜 1.9522741685293212	黄瓜 1.9148515039705267	番茄 1.907928452336686	木瓜 1.8943354995422386	木薯 1.8737523980061543	番薯 1.852140555123532
RESULT	时候.v 2105004009	时侯 1.9741459808267867	时 1.8184226470560765	那天 1.7699092917119823	时间 1.7663573908859642	同时 1.7424450932600264	季节 1.7095575543465675	期间 1.699860859944756	当儿 1.6542592760063277	当天 1.6327486862238594	地方 1.5899410959609601
RESULT	扣.v 2105004012	扣掉 2.097089287899915	被扣 2.085469084469988	收 2.061615874798058	扣下 2.0426566628914027	拿 1.9829173014861328	罚 1.9393317072442227	扣回 1.8354585341084175	给 1.788605558642868	发 1.777756257699012	退 1.7619067641359933
RESULT	三元钱.v 2105004014	三元 2.2175178563986324	三块 1.7931088603643697	五元 1.655316870823098	一元 1.6306206012691746	两元 1.6281054700252697	四元 1.6216809777256418	二元 1.5659658720231682	六元 1.5630107124774992	七元 1.5592881513987606	三分 1.5202725200551122
RESULT	实际情况.v 2105005002	现实情况 1.9185365824052312	真实情况 1.8183502555091282	事实 1.6798076408523133	现实 1.6236859658211045	情况 1.5026665060878561	实情 1.4944497575921267	实际 1.4648888596552259	真相 1.4216596514335755	现状 1.4177046524671022	实况 1.4123229119840786
RESULT	至今.v 2105005006	迄今 1.769953171127194	目前 1.675171529563622	如今 1.4971017363588255	当时 1.375009353674781	当今 1.3573876692401812	当前 1.3202753084096028	最近 1.3151085086841046	人 1.2886912502089616	最终 1.2413742549178464	却 1.2332488996017552
RESULT	尚未.v 2105005007	仍未 1.848837357728899	没有 1.606982116934582	未 1.6066638133795368	并未 1.5713365395417618	尚不 1.5568665975445428	未有 1.4819454826914535	未能 1.4558198066298942	从未 1.4391189858505633	未曾 1.4328291420396415	没 1.3505234030804723
RESULT	脱贫.v 2105005008	扶贫 1.532949462486878	脱困 1.4986061378153486	返贫 1.456763488131486	成家 1.2962473875666247	破产 1.2941725694609596	落户 1.2510939971215447	穷 1.2307451499224975	生计 1.1944482177011877	倒闭 1.192218575801918	返乡 1.1854088333381745
RESULT	外欠.v 2105005010	外借 1.6389196081011455	还欠 1.638528887794074	欠 1.5837488048318367	欠下 1.5804353947834573	下欠 1.4511453815483821	另有 1.3602497677027348	积欠 1.346559144829361	还有 1.3071553411936732	有 1.305401587295088	内有 1.2656551539581486
RESULT	债务.v 2105005012	债款 1.5780852116278103	欠债 1.5504441403064357	债 1.5155450544291535	负债 1.5137703018324573	债权 1.4733157066255291	贷款 1.4698700428224556	欠款 1.432186243917359	财务 1.3687488705239925	借款 1.3531560833653895	借债 1.349219839484316
RESULT	土窑洞.v 2105006008	土窑 2.289834932240259	窑洞 2.1841966610666947	砖窑 2.054503498929531	瓦窑 1.9162073708353975	陶窑 1.8938567712245256	煤窑 1.8543528786944148	土房 1.8309723638540183	矿洞 1.8235292154575133	古窑 1.8116849365073704	洞窑 1.7764245594598895
RESULT	窑.v 2105006010	炉 1.9351804464429527	泥 1.9080719184457522	窖 1.8803741016216038	锅 1.8261364017739048	大窑 1.8118153008433906	坑 1.8074771211514875	灶 1.7904162996672297	这些 1.7194751183852262	墙 1.662193844066179	大坑 1.5654481302277892
RESULT	窑.v 2105006028	屋 1.952461916839917	炉 1.923105014280344	房 1.9025294420358938	大窑 1.8742782527710584	土窑 1.8678519528781263	锅 1.8639388702665127	窑洞 1.845586987348099	窑子 1.814995147083082	灶 1.8055929847910956	墙 1.770054563143009
RESULT	土.v 2105006011	砖 1.9220880647990928	石 1.8756780789974354	洞 1.8726166421895436	灰土 1.8462416283659777	瓦 1.839734899870092	子 1.8162442092038356	壁 1.8048164620035478	基 1.7530468085495723	水土 1.6641103518041114	砖墙 1.5647516338247016
RESULT	已经.v 2105006012	已 2.0590442838265988	早已 1.99136773225286	已然 1.9462601398288535	现已 1.853568540416115	曾经 1.7739851060656204	早就 1.7670705178785375	都 1.6724818567888484	现在 1.6668417268746865	也 1.629824683018716	竟然 1.6043981946412869
RESULT	塌.v 2105006013	塌落 2.104072468727045	倒塌 2.073066697872862	坍塌 2.0582989864517622	掉 1.9782535783013269	崩塌 1.9738132352297624	倾塌 1.922255825260478	垮塌 1.8985740581730257	压塌 1.8756001729141312	跌 1.860028507182955	坍 1.8240652768565604
RESULT	窗子.v 2105006016	窗户 2.207208686869692	窗口 2.0950246202554426	窗 2.0084005174071398	门窗 1.929023856960499	屋子 1.8153598301480114	桌子 1.808937597388267	玻璃 1.7944078033110704	门子 1.7807140546337081	门 1.7785577921995201	门框 1.7683863304019956
RESULT	居住.v 2105006021	住房 2.099299791667015	住宅 2.0443737836008817	生活 2.0335215193620506	家居 1.9539655410285792	居家 1.9286739621069622	居民 1.8771997400700842	房屋 1.846604906237626	家庭 1.8378181043112687	生命 1.8113623235210792	自住 1.8070175985019907
RESULT	安全.v 2105006022	平安 1.8732484906656754	稳定 1.8263729962132844	健康 1.8217714463104069	舒适 1.7888405487361758	健全 1.7513861076982797	卫生 1.743675094092897	保安 1.7258243473163128	隐私 1.7241406802205572	平稳 1.717419923459032	安安 1.6995200616573778
RESULT	柱子.v 2105006026	柱头 1.9958331797883113	杆子 1.9702072620437323	锥子 1.9009213423981781	梁子 1.898640941962049	柱 1.8746188960196775	钉子 1.8575805896425375	棍子 1.8436796246382237	梁柱 1.8418320765951122	竹子 1.803305492871913	砖头 1.7731635242016985
RESULT	顶住.v 2105006027	盖住 2.0836800459446283	顶着 2.036427557122387	撑住 1.9577204934488834	压住 1.9449497730349907	抵住 1.9350467714583774	遮住 1.929094047934182	托住 1.9281495230840608	钉住 1.9034522556302516	架住 1.9006269451422322	堵住 1.8791683136619697
RESULT	顶.v 2105006029	洞顶 1.894552592629871	头 1.843040449489584	头顶 1.7936386602197936	壁 1.7914586922139388	底 1.759506452197979	门 1.7162871424225359	洞 1.7149223311153228	子 1.705335703634788	土 1.5780612779766123	壁上 1.5651938481362502
RESULT	读书.v 2105007004	念书 2.1634983589127756	上学 2.1624657737910904	看书 2.0676196465624903	买书 2.0338562300426206	上课 1.9608743278292526	学习 1.9573142521775808	写书 1.946864059963004	上书 1.9432141070639952	都 1.9291740299955715	吃饭 1.907436865227798
RESULT	交.v 2105007005	付 2.1247877943701337	缴 2.024466293634623	拿 2.007127240706813	收 2.006711019068837	还付 1.7345369846541379	领 1.7315596486249767	报 1.6650455278689231	拉 1.6592538119177211
RESULT	学费.v 2105007008	费用 1.9571443576745353	书费 1.9158096120024202	费 1.9141999653999033	钱 1.8359615807421568	稿费 1.826363267188765	工资 1.7947791430497924	经费 1.7881333247884919	收费 1.7425856053607442	税费 1.727719585209756	资金 1.6990081291917063
RESULT	只有.v 2105007010	只好 2.3080012723916887	唯有 2.133771344969662	只 2.058757894217327	只要 1.9973384085602486	就是 1.9270873913779738	唯独 1.8636327327774715	所以 1.8430833846401407	要 1.8225156910527205	就 1.8111731514596674	直到 1.8074247644067718
RESULT	求.v 2105007011	请 2.204124429175079	去求 2.1068666781418726	请求 2.1050530492927217	要求 2.1005847204979697	找 2.0935924973101203	求求 2.0582038216298693	向 2.025845887046612	跪求 2.006195302326379	去找 1.9660602224261226	给 1.945509288706285
RESULT	欠条.v 2105007016	借条 2.0480390073663304	欠 2.043869853720451	欠款 1.955990246713891	欠钱 1.8297826788816267	纸条 1.8192380031685278	假条 1.7827838913249197	短信 1.6818309399773572	电话 1.6814126915445402	讨债 1.6689675143304616	条 1.6675917913523313
RESULT	感觉.v 2105008002	觉得 2.5525849782607652	感到 2.423692815175607	认为 2.3112238375689858	发现 2.266223512705418	发觉 2.1875328815678894	知道 2.1227582132814264	觉着 2.0832587631875175	怀疑 2.0401680301975715	得知 2.0398533441246642	察觉 2.013239363467789
RESULT	藏.v 2105008013	隐藏 2.2171901305868422	放 2.171140125485741	收藏 2.1055383586479874	藏匿 2.1052034396335686	埋 2.0816500014109125	埋藏 2.0644658532514737	躲 2.033410670001372	掩藏 2.0209557063322716	封藏 1.9926372582319798	保藏 1.977658328739279
RESULT	柜子.v 2105008015	橱柜 2.331184525684394	箱子 2.276578175287271	柜台 2.2408642212020764	盒子 2.206078731294118	橱子 2.1684803033564197	架子 2.133673740140783	桌子 2.1175784230406864	柜 2.0970799431174174	屋子 2.089178696680956	柜门 2.072258307967341
RESULT	不好意思.v 2105008018	不想 1.9550359886028217	不愿 1.8742192569650986	不肯 1.8033166870953121	很难 1.7955351463827287	无法 1.7942929613342555	难以 1.7470956837810008	没法 1.675967779062036	无心 1.6386952895147278	没有 1.628506251458361	难得 1.620921454732303
RESULT	挂.v 2105008019	摆 2.0618747017705665	放 2.0211809899405857	吊 1.9933804248197533	贴 1.9754667178574266	丢 1.8283496444525613	卖 1.7843604466824274	打印 1.7624229849876594	不放 1.6864098507336067	再放 1.686093609622806	打开 1.684591214773005
RESULT	报载.v 2106002000	报道 3.5843605451231193	记者 3.2454753190980217	记载 3.1920499670665974	报 3.159309071714475	刊载 3.150759991056328	新闻 3.1485240750347168	转载 3.097755393640533	资料 3.0919882470067073	刊登 3.0807755432328006	来源 3.080402045955974
RESULT	改善.v 2106002004	改进 3.1816139957026808	加强 3.1387249910540254	完善 3.1193614952430937	提高 3.115879354403008	促进 3.0752095117106943	提升 3.0400273682501897	优化 2.994698832660099	增进 2.9937474457993303	改良 2.990030951210956	加深 2.902703593808165
RESULT	改善.v 2106003037	改进 3.024039399725522	提高 2.9376429057395685	加强 2.9135413874468354	完善 2.9021375126733164	促进 2.8969963827463205	提升 2.888270437085152	增进 2.876534574463113	优化 2.8646023489432064	维护 2.850148077631813	加深 2.8455386854848963
RESULT	邻里.v 2106002005	邻居 3.082909963714956	社区 2.874427026339104	相邻 2.852039689442289	居民 2.8211310003933354	区域 2.777089057646342	邻家 2.7669103063040974	家庭 2.7180345693021524	社会 2.6804133728846313	村民 2.6706138456666593	民间 2.6543923290857125
RESULT	邻里.v 2106002022	社区 3.0916461176485446	小区 2.9617130763860127	的 2.8811448220899494	邻家 2.878346393592883	家庭 2.871885361147829	社会 2.852079473358979	亲友 2.8261642865506102	民间 2.816833345911706	亲子 2.799904001411548	区域 2.7897987280199668
RESULT	邻里.v 2106003017	邻居 2.8823537604865113	相邻 2.7416567168377446	社区 2.73962122036319	睦邻 2.7355161466101214	居民 2.7314466362363463	邻家 2.7212990095187743	民间 2.702172354714784	家庭 2.699847890899228	居里 2.661320470922124	村里 2.659098936494099
RESULT	邻里.v 2106003038	邻居 2.894426573224189	社区 2.766927025956336	相邻 2.754857631850577	居民 2.7197431031330113	区域 2.70258066396588	社会 2.6940820779035604	邻家 2.69111498005867	居里 2.679178549587712	小区 2.6716233275730445	城乡 2.6613096745125167
RESULT	邻里.v 2106004023	邻居 2.6630255051305554	睦邻 2.589817211339339	社区 2.5681629039531373	社会 2.5168377155007247	家庭 2.4754688359177237	朋友 2.4461326898788567	居民 2.4156413583206	邻家 2.403293593546528	友谊 2.3943279516615728	人际 2.381875555898192
RESULT	关系.v 2106002006	联系 2.8844624918020285	感情 2.7521610602244966	交往 2.7293438494124693	关联 2.723823591884195	环境 2.7134421825185173	情谊 2.6850291501986354	情 2.6673750271784673	沟通 2.653832842848791	形象 2.6496446052388447	体系 2.646401810027868
RESULT	关系.v 2106003018	联系 2.7898674893512694	关联 2.7151831155841633	交往 2.6248982412042365	交流 2.6132979146315156	合作 2.589647788001801	互助 2.580728007634286	系统 2.5772874801328585	相关 2.5762063344034045	互动 2.564171798980092	沟通 2.559548472241043
RESULT	关系.v 2106003039	联系 2.773381241107316	关联 2.677167896457924	交往 2.606010783382984	感情 2.585622386450396	情况 2.570587802547622	生活 2.565011490726927	条件 2.5639187300170785	环境 2.5610004237924713	情感 2.5526616956238795	情谊 2.55134137298635
RESULT	关系.v 2106004024	联系 2.5649453823731507	友谊 2.3341118542682917	感情 2.278305492585514	关联 2.277140055858859	情结 2.2614231720116997	情谊 2.260975261161256	体系 2.2484273859275032	互动 2.23748539854836	环境 2.220600473853198	交往 2.2193975598644866
RESULT	搞好.v 2106002008	做好 3.3144805586077073	加强 3.304546554144816	推进 3.2141748174986007	抓好 3.209544130077547	推动 3.1464065375230215	加快 3.0963633408446865	打好 3.092166866773672	开展 3.05467272357467	办好 3.0030662351653383	强化 3.000541603795584
RESULT	精神文明.v 2106002010	文明 2.9652367557367447	文化 2.834801836261293	精神 2.8023651588880822	政治文明 2.7387321079107094	人文 2.6616562825991017	道德 2.6193138802987876	精明 2.527504683719446	民风 2.501751413104066	精心 2.4697558273154216	社会 2.4255534298453454
RESULT	建设.v 2106002011	创建 3.0825707409200254	工作 2.9518091245019646	发展 2.9448859654396626	创设 2.9247441437382777	工程 2.8464945794364644	服务 2.8107328704860364	改造 2.8083393809489348	建筑 2.802067833364328	设设 2.792359921441904	创造 2.778486612491075
RESULT	发起.v 2106002013	开展 3.2072364823095816	启动 3.1618225770859314	举办 3.160075026690655	组织 3.0492368103153695	推出 3.0196520002777696	举行 2.9948077346122766	发动 2.969971779262548	召开 2.9455256103265	提出 2.9157580530019356	展开 2.891769594587113
RESULT	帮.v 2106002018	助 3.003874440592771	请 2.8455214169371184	救 2.8390126020061177	扶 2.8304815495341704	忙 2.7121842626691133	拿 2.503038918055579	摆 2.4663301081130227	助您 2.3130236195557186	忙忙 2.1476541676069423
RESULT	帮.v 2106004003	助 2.668297553522168	家帮 2.531067542451044	请 2.515101556161844	救 2.504728425110274	解 2.407527065498542	忙 2.2550914976545573	问 1.9922630573029987	说 1.9825782460186117	再忙 1.903183107186397
RESULT	忙.v 2106002020	急忙 2.685032785956228	急 2.6546660198406533	助 2.518346025979462	帮 2.4112403763884322	紧 2.3929579015071214	烦 2.3918128672918924	困 2.3389439622336203	困难 2.275121257154556	人 2.259289047143448
RESULT	忙.v 2106004005	大忙 2.623882503070896	急忙 2.45734150033034	急 2.311136484120827	帮忙 2.275176377954917	助 2.1293792993452	烦 2.0234862411562786	工作 1.9692490901267474	手 1.9609088295402783	困难 1.948395534872195	困 1.9470837331694328
RESULT	互助.v 2106002023	协助 3.0985477412540696	互帮 3.076735067908876	帮助 3.0747789337057503	协作 2.981738794412266	互动 2.9616339677424777	相助 2.9583683596810397	自助 2.9508690068891092	帮扶 2.9405463850956894	联谊 2.8870791736708337	交流 2.8858402999264237
RESULT	连.v 2106003004	联 2.861040257547675	同 2.8167940898558688	交 2.70651789300602	通 2.686706162391402	连心 2.6372261141531204	关 2.620399247584057	齐 2.563967990621365	連 2.5244688806350526	连连 2.4254005045115186	连身 2.303945863118678
RESULT	评议.v 2106003008	评选 3.0710273892623836	评审 2.9927197087780426	考核 2.793732412682778	建议 2.7802787714536437	考评 2.7752070320951407	批评 2.7739870602034786	投票 2.7634580603422614	评 2.73254972273405	提名 2.7252147049478324	讨论 2.7220251735694627
RESULT	文明.v 2106003011	文化 2.810484534882384	道德 2.734811017300518	光明 2.7305045492937112	明星 2.7239620597578287	绿色 2.7192780618761487	人文 2.6994422708912884	诚信 2.6949116553524664	光荣 2.672175296645947	民主 2.665908340478591	诚实 2.6495888809437096
RESULT	志愿者.v 2106003012	志愿 3.0618995312545274	志工 2.8990322266044686	义工 2.800246879681779	愿者 2.7307031188015216	记者 2.6728581632914477	人员 2.616340680901438	公民 2.5922544285642606	居民 2.592208325719296	社工 2.5865443012636717	人士 2.577565412868807
RESULT	监督.v 2106003013	监察 2.9792528700205887	督导 2.953104778730355	督查 2.8982357602265143	检查 2.8928130954355913	督察 2.857849761933964	巡查 2.8481472703393473	指导 2.8457705349308333	巡视 2.810148720753636	管理 2.8015644706320524	巡逻 2.785213535101313
RESULT	岗.v 2106003014	岗位 3.0674990153328254	站 2.93847430467447	点 2.9157404551142285	班 2.8744881521193593	队 2.867131826170477	亭 2.841507539104983	位 2.841492532117847	站岗 2.8376325373940987	职位 2.7891702592335528	座 2.748355259392592
RESULT	设置.v 2106003016	设立 3.060138947538417	设设 2.927123533606505	布置 2.922622674372971	配置 2.9000909097671226	建立 2.886601946859209	添置 2.8565516661426287	建设 2.8418501658135717	制作 2.8377346411813833	创设 2.8299916941504217	制定 2.828795561004006
RESULT	公益.v 2106003019	公开 2.7358158023558588	慈善 2.732805363940168	公关 2.7136867194957714	宣传 2.676224128674132	活动 2.649002627190469	主题 2.628220086129973	服务 2.6089354108106906	私益 2.585288309392052	社会 2.5761232407626213	文化 2.554286750791168
RESULT	广告.v 2106003020	公告 2.8115449081239694	广播 2.8008388896006746	宣传 2.7695393523767904	报告 2.7221831628981916	告示 2.69034362546558	推广 2.68351656695776	展示 2.6672197661209975	宣告 2.651772679979258	展览 2.642881674360532	传单 2.6142620974264097
RESULT	广告.v 2107004021	宣传 2.4956166475522834	信息 2.408967185848565	公告 2.3963535527074775	推广 2.3794977504164874	报告 2.3712234125866156	文章 2.3418737253653665	广播 2.338334573697426	通告 2.3229924077290023	告示 2.299620184024227	传单 2.273809477365101
RESULT	广告.v 2107005013	宣传 2.94842847645348	推广 2.8512172019389546	营销 2.80097748780078	公告 2.7939627743770012	信息 2.761162479545108	推销 2.738919929043712	通告 2.731952233302227	广播 2.6910424562490847	传单 2.6671624725785885	报告 2.653046016847431
