RESULT	增救.v 2100005001	增援 1.0	增收 0.9	增补 0.8	增修 0.7	增强 0.6	增给 0.5	增加 0.3999999999999999	增重 0.29999999999999993
RESULT	增救.v 2100006014	增援 1.0	增加 0.9	增补 0.8	增强 0.7	增给 0.6	增修 0.5	增收 0.3999999999999999	增添 0.29999999999999993	增上 0.19999999999999996
RESULT	紧缺.v 2104011018	缺乏 1.0	匮乏 0.9	缺失 0.8	短缺 0.7	缺少 0.6	紧张 0.5	缺 0.3999999999999999	欠缺 0.29999999999999993	缺口 0.19999999999999996	缺损 0.09999999999999998
RESULT	大量.v 2104003036	多数 1.0	极度 0.9	普遍 0.8	广泛 0.7	过度 0.6	过量 0.5	多 0.3999999999999999	巨量 0.29999999999999993	多次 0.19999999999999996	长期 0.09999999999999998
RESULT	积压.v 2104003037	堆积 1.0	空缺 0.9	闲置 0.8	积压 0.7	减产 0.6	流失 0.5	沉没 0.3999999999999999	挤压 0.29999999999999993	抛售 0.19999999999999996	抛空 0.09999999999999998
RESULT	积压.v 2104008004	积压 1.0	堆积 0.9	挤压 0.8	库存 0.7	负压 0.6	沉积 0.5	积累 0.3999999999999999	减产 0.29999999999999993	受压 0.19999999999999996	沉渣 0.09999999999999998
RESULT	积压.v 2104011006	积压 1.0	库存 0.9	负压 0.8	负担 0.7	压力 0.6	挤压 0.5	受压 0.3999999999999999	负荷 0.29999999999999993	减产 0.19999999999999996	堆积 0.09999999999999998
RESULT	调查.v 2104004001	调查 1.0	了解 0.9	研究 0.8	查 0.7	摸底 0.6	统计 0.5	调研 0.3999999999999999	查核 0.29999999999999993	核查 0.19999999999999996	检查 0.09999999999999998
RESULT	库存.v 2104004008	库存 1.0	存储 0.9	储存 0.8	贮存 0.7	存放 0.6	存有 0.5	储藏 0.3999999999999999	存在 0.29999999999999993	储备 0.19999999999999996	存量 0.09999999999999998
RESULT	库存.v 2104004014	储存 1.0	储藏 0.9	贮存 0.8	储备 0.7	堆积 0.6	仓储 0.5	封存 0.3999999999999999	留存 0.29999999999999993	剩余 0.19999999999999996	出库 0.09999999999999998
RESULT	已.v 2104004017	已 1.0	早已 0.9	现已 0.8	就 0.7	业已 0.6	则 0.5	累计 0.3999999999999999	便 0.29999999999999993	目前 0.19999999999999996	更 0.09999999999999998
RESULT	已.v 2104012005	已 1.0	现已 0.9	早已 0.8	业已 0.7	目前 0.6	曾 0.5	即将 0.3999999999999999	去年 0.29999999999999993	政府 0.19999999999999996	正在 0.09999999999999998
RESULT	已.v 2105006004	已 1.0	现已 0.9	业已 0.8	拥 0.7	大约 0.6	距今 0.5	早已 0.3999999999999999	占 0.29999999999999993	至今 0.19999999999999996	具 0.09999999999999998
RESULT	几乎.v 2104004026	几乎 1.0	基本 0.9	似乎 0.8	近乎 0.7	却 0.6	竟 0.5	几近 0.3999999999999999	更是 0.29999999999999993	则 0.19999999999999996	大都 0.09999999999999998
RESULT	没有.v 2104004028	没有 1.0	没 0.9	不能 0.8	尚未 0.7	未 0.6	没能 0.5	不曾 0.3999999999999999	不会 0.29999999999999993	不 0.19999999999999996	没出 0.09999999999999998
RESULT	卖出.v 2104004029	出售 1.0	售出 0.9	卖出 0.8	售卖 0.7	卖掉 0.6	出卖 0.5	销售 0.3999999999999999	产出 0.29999999999999993	上市 0.19999999999999996	贩卖 0.09999999999999998
RESULT	籽棉.v 2104006003	棉花 1.0	棉纺 0.9	棉纱 0.8	籽棉 0.7	粮棉 0.6	小麦 0.5	种棉 0.3999999999999999	棉衣 0.29999999999999993	大部 0.19999999999999996	大量 0.09999999999999998
RESULT	必须.v 2104006004	必须 1.0	需要 0.9	须要 0.8	必需 0.7	务必 0.6	将要 0.5	要求 0.3999999999999999	就要 0.29999999999999993	即将 0.19999999999999996	应该 0.09999999999999998
RESULT	轧花.v 2104006005	轧花 1.0	挤压 0.9	拉花 0.8	冶炼 0.7	纺纱 0.6	晾晒 0.5	拉丝 0.3999999999999999	压榨 0.29999999999999993	加工 0.19999999999999996	拔丝 0.09999999999999998
RESULT	脱.v 2104006006	脱 1.0	剥皮 0.9	出苗 0.8	成熟 0.7	去 0.6	结果 0.5	除 0.3999999999999999	收割 0.29999999999999993	挂果 0.19999999999999996	嫁接 0.09999999999999998
RESULT	籽.v 2104006007	落 1.0	皮 0.9	掉 0.8	颖 0.7	壳 0.6	子 0.5	糖 0.3999999999999999	色 0.29999999999999993	油 0.19999999999999996	水 0.09999999999999998
RESULT	只好.v 2104006010	只好 1.0	只能 0.9	只得 0.8	只有 0.7	仅 0.6	不得 0.5	仅仅 0.3999999999999999	惟有 0.29999999999999993	唯有 0.19999999999999996	只 0.09999999999999998
RESULT	只好.v 2105006024	只好 1.0	不得 0.9	只得 0.8	只能 0.7	只有 0.6	唯有 0.5	仅仅 0.3999999999999999	无奈 0.29999999999999993	惟有 0.19999999999999996	仅 0.09999999999999998
RESULT	锯.v 2104006013	锯 1.0	斧头 0.9	圆锯 0.8	刀锯 0.7	剪刀 0.6	尖头 0.5	机械 0.3999999999999999	磨 0.29999999999999993	截 0.19999999999999996	切割 0.09999999999999998
RESULT	齿.v 2104006014	头 1.0	牙 0.9	口 0.8	面 0.7	距 0.6	式 0.5	子 0.3999999999999999	片 0.29999999999999993	形 0.19999999999999996	边 0.09999999999999998
RESULT	影响.v 2104006019	影响 1.0	损害 0.9	干扰 0.8	破坏 0.7	制约 0.6	阻碍 0.5	妨碍 0.3999999999999999	冲击 0.29999999999999993	危害 0.19999999999999996	损伤 0.09999999999999998
RESULT	影响.v 2104006024	干扰 1.0	损害 0.9	冲击 0.8	制约 0.7	危害 0.6	破坏 0.5	波及 0.3999999999999999	阻碍 0.29999999999999993	妨碍 0.19999999999999996	严重 0.09999999999999998
RESULT	影响.v 2104009007	影响 1.0	制约 0.9	冲击 0.8	推动 0.7	扶持 0.6	拖累 0.5	驱动 0.3999999999999999	引导 0.29999999999999993	约束 0.19999999999999996	带动 0.09999999999999998
RESULT	棉绒.v 2104006020	纤维 1.0	羊毛 0.9	毛绒 0.8
RESULT	棉籽.v 2104006025	玉米 1.0	油菜 0.9	粮棉 0.8	成品 0.7	麦子 0.6	种子 0.5	草棉 0.3999999999999999	原棉 0.29999999999999993	谷子 0.19999999999999996	杂粮 0.09999999999999998
RESULT	出油率.v 2104006027	出油率 1.0	含油量 0.9	油性 0.8	含油率 0.7	油量 0.6	产量 0.5	油分 0.3999999999999999	产油量 0.29999999999999993	出油 0.19999999999999996	油质 0.09999999999999998
RESULT	油质.v 2104006029	品质 1.0	含油 0.9	颜色 0.8	产油 0.7	水分 0.6	石油 0.5	色泽 0.3999999999999999	气质 0.29999999999999993	原油 0.19999999999999996	精油 0.09999999999999998
RESULT	带来.v 2104006033	带来 1.0	造成 0.9	引起 0.8	产生 0.7	以 0.6	形成 0.5	招致 0.3999999999999999	引来 0.29999999999999993	创造 0.19999999999999996	引发 0.09999999999999998
RESULT	损失.v 2104006036	麻烦 1.0	损失 0.9	损害 0.8	负担 0.7	困难 0.6	打击 0.5	损伤 0.3999999999999999	折损 0.29999999999999993	压力 0.19999999999999996	损耗 0.09999999999999998
RESULT	投入.v 2104007001	投入 1.0	注入 0.9	筹措 0.8	投资 0.7	筹集 0.6	支出 0.5	花费 0.3999999999999999	花 0.29999999999999993	用 0.19999999999999996	花钱 0.09999999999999998
RESULT	投入.v 2104012006	投入 1.0	拨付 0.9	拨出 0.8	入库 0.7	注入 0.6	列入 0.5	落实 0.3999999999999999	安排 0.29999999999999993	投资 0.19999999999999996	加入 0.09999999999999998
RESULT	收.v 2104007004	收 1.0	回 0.9	拿 0.8	还 0.7	取 0.6	接 0.5	没收 0.3999999999999999	偿还 0.29999999999999993	返 0.19999999999999996	赚 0.09999999999999998
RESULT	收.v 2104015029	提 1.0	抢收 0.9	卖出 0.8	集中 0.7	交 0.6	兜 0.5	拿 0.3999999999999999	吸收 0.29999999999999993	买 0.19999999999999996	销售 0.09999999999999998
RESULT	回来.v 2104007006	回来 1.0	回去 0.9	回 0.8	来 0.7	到 0.6	回归 0.5	起来 0.3999999999999999	回家 0.29999999999999993	出来 0.19999999999999996	出去 0.09999999999999998
RESULT	收入.v 2104007009	成本 1.0	利润 0.9	效益 0.8	支出 0.7	产出 0.6	成果 0.5	财力 0.3999999999999999	增收 0.29999999999999993	税收 0.19999999999999996	费用 0.09999999999999998
RESULT	骤减.v 2104007010	下降 1.0	骤减 0.9	减少 0.8	锐减 0.7	骤降 0.6	下滑 0.5	缩减 0.3999999999999999	削减 0.29999999999999993	缩水 0.19999999999999996	降低 0.09999999999999998
RESULT	极大.v 2104007012	极大 1.0	大大 0.9	严重 0.8	很大 0.7	巨大 0.6	深深 0.5	直接 0.3999999999999999	更大 0.29999999999999993	间接 0.19999999999999996	相当 0.09999999999999998
RESULT	挫伤.v 2104007014	打击 1.0	削弱 0.9	损害 0.8	冲击 0.7	伤害 0.6	挫伤 0.5	挤压 0.3999999999999999	影响 0.29999999999999993	破坏 0.19999999999999996	抑制 0.09999999999999998
RESULT	较高.v 2104008016	偏高 1.0	高 0.9	较高 0.8	太高 0.7	很高 0.6	超高 0.5	极高 0.3999999999999999	高昂 0.29999999999999993	昂贵 0.19999999999999996	比较 0.09999999999999998
RESULT	消费.v 2104008019	生产 1.0	消费 0.9	供应 0.8	出产 0.7	出口 0.6	批发 0.5	采购 0.3999999999999999	经销 0.29999999999999993	出售 0.19999999999999996	种植 0.09999999999999998
RESULT	厂家.v 2104008020	者 1.0	厂家 0.9	企业 0.8	商 0.7	商家 0.6	大户 0.5	主体 0.3999999999999999	市场 0.29999999999999993	单位 0.19999999999999996	部门 0.09999999999999998
RESULT	承受.v 2104008022	承受 1.0	承担 0.9	接受 0.8	承当 0.7	承负 0.6	承认 0.5	承接 0.3999999999999999	负担 0.29999999999999993	容忍 0.19999999999999996	承载 0.09999999999999998
RESULT	受.v 2104009002	受 1.0	深受 0.9	接受 0.8	遭遇 0.7	得益 0.6	缘于 0.5	备受 0.3999999999999999	倍受 0.29999999999999993	经受 0.19999999999999996	享受 0.09999999999999998
RESULT	产业.v 2104009004	产业 1.0	行业 0.9	宏观 0.8	工业 0.7	经济 0.6	财 0.5	行 0.3999999999999999	发展 0.29999999999999993	生产 0.19999999999999996	投资 0.09999999999999998
RESULT	化纤.v 2104009009	化纤 1.0	棉纱 0.9	纤维 0.8	棉花 0.7	棉纺 0.6	棉布 0.5	纺纱 0.3999999999999999	丝绸 0.29999999999999993	涤棉 0.19999999999999996	棉线 0.09999999999999998
RESULT	化纤.v 2104010006	化纤 1.0	纤维 0.9	布料 0.8	合成 0.7	涤棉 0.6	化学 0.5	服装 0.3999999999999999	纯棉 0.29999999999999993	布 0.19999999999999996	丝绸 0.09999999999999998
RESULT	替代.v 2104009010	代替 1.0	取代 0.9	替代 0.8	替换 0.7	超越 0.6	代表 0.5	赶超 0.3999999999999999	顶替 0.29999999999999993	远离 0.19999999999999996	代 0.09999999999999998
RESULT	纺织.v 2104010001	纺织 1.0	制造 0.9	织物 0.8	织造 0.7	服装 0.6	纺纱 0.5	生 0.3999999999999999	棉纺 0.29999999999999993	造纸 0.19999999999999996	工业 0.09999999999999998
RESULT	比例.v 2104010008	比例 1.0	百分 0.9	配比 0.8	比重 0.7	比率 0.6	比值 0.5	数量 0.3999999999999999	规格 0.29999999999999993	量 0.19999999999999996	结构 0.09999999999999998
RESULT	约.v 2104010009	约 1.0	大约 0.9	近乎 0.8	将近 0.7	估计 0.6	一般 0.5	几乎 0.3999999999999999	平均 0.29999999999999993	略 0.19999999999999996	合计 0.09999999999999998
RESULT	变成.v 2104010014	变为 1.0	改为 0.9	成为 0.8	变成 0.7	改成 0.6	转为 0.5	演变 0.3999999999999999	趋近 0.29999999999999993	达到 0.19999999999999996	是 0.09999999999999998
RESULT	需求量.v 2104010020	需求 1.0	要求 0.9	供应量 0.8	供应 0.7	需要量 0.6	需要 0.5	用量 0.3999999999999999	供求 0.29999999999999993	供需 0.19999999999999996	依赖 0.09999999999999998
RESULT	减少.v 2104010021	下降 1.0	缩减 0.9	缩小 0.8	增加 0.7	减少 0.6	削减 0.5	锐减 0.3999999999999999	骤减 0.29999999999999993	降低 0.19999999999999996	减退 0.09999999999999998
RESULT	严重.v 2104011007	严重 1.0	加重 0.9	重重 0.8	沉重 0.7	极重 0.6	深重 0.5	过重 0.3999999999999999	重 0.29999999999999993	厚重 0.19999999999999996	太重 0.09999999999999998
RESULT	严重.v 2104011017	极度 1.0	十分 0.9	明显 0.8	日益 0.7	非常 0.6	更加 0.5	大量 0.3999999999999999	极其 0.29999999999999993	急剧 0.19999999999999996	大面 0.09999999999999998
RESULT	周转.v 2104011012	周转 1.0	循环 0.9	运转 0.8	流转 0.7	运行 0.6	流动 0.5	运作 0.3999999999999999	链条 0.29999999999999993	流失 0.19999999999999996	回笼 0.09999999999999998
RESULT	不灵.v 2104011013	不畅 1.0	困难 0.9	不顺 0.8	缓慢 0.7	不灵 0.6	迟滞 0.5	无力 0.3999999999999999	失灵 0.29999999999999993	不良 0.19999999999999996	失常 0.09999999999999998
RESULT	仅.v 2104012014	只 1.0	单 0.9	但 0.8	唯独 0.7	惟 0.6	不过 0.5	目前 0.3999999999999999	就 0.29999999999999993	且 0.19999999999999996	而 0.09999999999999998
RESULT	占压.v 2104012015	占用 1.0	挤压 0.9	挤占 0.8	扣压 0.7	有 0.6	剩下 0.5	分配 0.3999999999999999	占到 0.29999999999999993	摊派 0.19999999999999996	独占 0.09999999999999998
RESULT	利薄.v 2104013005	利润 1.0	效益 0.9	利益 0.8	效率 0.7	亏损 0.6	利税 0.5	盈利 0.3999999999999999	势利 0.29999999999999993	利息 0.19999999999999996	税利 0.09999999999999998
RESULT	甚至.v 2104013007	甚至 1.0	甚而 0.9	竟然 0.8	甚或 0.7	有时 0.6	还要 0.5	乃至 0.3999999999999999	有些 0.29999999999999993	更是 0.19999999999999996	有的 0.09999999999999998
RESULT	赔本.v 2104013008	赔本 1.0	亏损 0.9	赔钱 0.8	亏本 0.7	赔款 0.6	赔偿 0.5	赔付 0.3999999999999999	损失 0.29999999999999993	违约 0.19999999999999996	负债 0.09999999999999998
RESULT	待.v 2104014003	惜 1.0	廉 0.9	低 0.8	贪 0.7	守 0.6	降 0.5	限 0.3999999999999999	卖 0.29999999999999993	待 0.19999999999999996	怕 0.09999999999999998
RESULT	价.v 2104014004	价 1.0	货 0.9	市 0.8	物 0.7	产 0.6	时 0.5	量 0.3999999999999999	遇 0.29999999999999993	摊 0.19999999999999996	期 0.09999999999999998
RESULT	惜售.v 2104014005	惜售 1.0	贱卖 0.9	珍惜 0.8	廉价 0.7	低廉 0.6	不惜 0.5	销售 0.3999999999999999	怜惜 0.29999999999999993	出售 0.19999999999999996	惜 0.09999999999999998
RESULT	错失良机.v 2104014008	失去 1.0	错失良机 0.9	丧失 0.8	错失 0.7	错过 0.6	贻误 0.5	失掉 0.3999999999999999	没有 0.29999999999999993	失却 0.19999999999999996	丢失 0.09999999999999998
RESULT	落实.v 2104015008	实现 1.0	完成 0.9	落实 0.8	实施 0.7	执行 0.6	实际 0.5	实行 0.3999999999999999	达到 0.29999999999999993	达 0.19999999999999996	全部 0.09999999999999998
RESULT	不足.v 2104015009	不到 1.0	不足 0.9	不过 0.8	不少 0.7	不够 0.6	不满 0.5	未满 0.3999999999999999	不及 0.29999999999999993	不大 0.19999999999999996	没有 0.09999999999999998
RESULT	应.v 2104015014	应 1.0	要 0.9	须 0.8	必须 0.7	需要 0.6	理应 0.5	将 0.3999999999999999	当 0.29999999999999993	就要 0.19999999999999996	宜 0.09999999999999998
RESULT	积极.v 2104015015	积极 1.0	尽快 0.9	主动 0.8	充分 0.7	及时 0.6	加紧 0.5	认真 0.3999999999999999	极力 0.29999999999999993	立即 0.19999999999999996	加大 0.09999999999999998
RESULT	积极.v 2107007006	积极 1.0	切实 0.9	更 0.8	正确 0.7	最 0.6	相应 0.5	合理 0.3999999999999999	全面 0.29999999999999993	充分 0.19999999999999996	紧迫 0.09999999999999998
RESULT	采取.v 2104015016	采取 1.0	采用 0.9	行动 0.8	运用 0.7	开展 0.6	制定 0.5	推行 0.3999999999999999	寻求 0.29999999999999993	采行 0.19999999999999996	采办 0.09999999999999998
RESULT	采取.v 2106003001	采取 1.0	实行 0.9	坚持 0.8	选取 0.7	采用 0.6	实施 0.5	选择 0.3999999999999999	运用 0.29999999999999993	利用 0.19999999999999996	取得 0.09999999999999998
RESULT	采取.v 2107007005	采取 1.0	实施 0.9	做出 0.8	开展 0.7	作出 0.6	制定 0.5	进行 0.3999999999999999	推动 0.29999999999999993	建立 0.19999999999999996	使用 0.09999999999999998
RESULT	大力.v 2104015019	大力 1.0	全力 0.9	努力 0.8	主动 0.7	奋力 0.6	加大 0.5	全面 0.3999999999999999	大胆 0.29999999999999993	广泛 0.19999999999999996	尽力 0.09999999999999998
RESULT	筹措.v 2104015020	筹措 1.0	增加 0.9	支持 0.8	扩大 0.7	引进 0.6	筹集 0.5	发展 0.3999999999999999	争取 0.29999999999999993	扩充 0.19999999999999996	发挥 0.09999999999999998
RESULT	待售.v 2104015026	售卖 1.0	售出 0.9	出售 0.8	预售 0.7	销售 0.6	储备 0.5	储存 0.3999999999999999	售 0.29999999999999993	卖出 0.19999999999999996	兜售 0.09999999999999998
RESULT	上来.v 2104015030	回来 1.0	回去 0.9	上来 0.8	回 0.7	割上 0.6	起来 0.5	入 0.3999999999999999	到 0.29999999999999993	来 0.19999999999999996	归来 0.09999999999999998
RESULT	保护.v 2104015033	保护 1.0	维护 0.9	确保 0.8	保障 0.7	护卫 0.6	防止 0.5	增加 0.3999999999999999	保证 0.29999999999999993	卫护 0.19999999999999996	护持 0.09999999999999998
RESULT	利益.v 2104015037	利益 1.0	权益 0.9	效益 0.8	利润 0.7	权利 0.6	获益 0.5	益处 0.3999999999999999	益 0.29999999999999993	福利 0.19999999999999996	价值 0.09999999999999998
RESULT	顺利.v 2104015047	正确 1.0	顺利 0.9	正常 0.8	成功 0.7	健康 0.6	正式 0.5	如期 0.3999999999999999	准确 0.29999999999999993	平稳 0.19999999999999996	充分 0.09999999999999998
RESULT	实施.v 2104015048	推行 1.0	执行 0.9	运行 0.8	进行 0.7	贯彻 0.6	开展 0.5	颁布 0.3999999999999999	推进 0.29999999999999993	通过 0.19999999999999996	完成 0.09999999999999998
RESULT	告诉.v 2105002009	告诉 1.0	说 0.9	告知 0.8	告 0.7	诉说 0.6	称 0.5	介绍 0.3999999999999999	提醒 0.29999999999999993	讲 0.19999999999999996	表示 0.09999999999999998
RESULT	开展.v 2105002013	开展 1.0	实施 0.9	推行 0.8	进行 0.7	开办 0.6	举办 0.5	创建 0.3999999999999999	打造 0.29999999999999993	推进 0.19999999999999996	搞 0.09999999999999998
RESULT	文明户.v 2105002016	文明户 1.0	示范户 0.9	户 0.8	文明村 0.7	家庭 0.6	村 0.5	明星 0.3999999999999999	标兵 0.29999999999999993	群体 0.19999999999999996	人家 0.09999999999999998
RESULT	评比.v 2105002017	评比 1.0	评选 0.9	评定 0.8	评判 0.7	评估 0.6	考评 0.5	评议 0.3999999999999999	测评 0.29999999999999993	评价 0.19999999999999996	竞赛 0.09999999999999998
RESULT	活动.v 2105002018	活动 1.0	工作 0.9	过程 0.8	行动 0.7	项目 0.6	竞赛 0.5	运动 0.3999999999999999	事件 0.29999999999999993	表彰 0.19999999999999996	试点 0.09999999999999998
RESULT	活动.v 2106002024	行动 1.0	项目 0.9	活动 0.8	计划 0.7	组织 0.6	大会 0.5	游行 0.3999999999999999	运动 0.29999999999999993	倡议 0.19999999999999996	会 0.09999999999999998
RESULT	非要.v 2105002022	硬要 1.0	非要 0.9	硬是 0.8	强行 0.7	没有 0.6	强制 0.5	强硬 0.3999999999999999	决定 0.29999999999999993	硬性 0.19999999999999996	总是 0.09999999999999998
RESULT	发给.v 2105002023	发给 1.0	给 0.9	颁发 0.8	送给 0.7	颁给 0.6	授予 0.5	送 0.3999999999999999	给予 0.29999999999999993	分发 0.19999999999999996	发放 0.09999999999999998
RESULT	让.v 2105002028	让 1.0	使 0.9	叫 0.8	令 0.7	把 0.6	委托 0.5	教 0.3999999999999999	就让 0.29999999999999993	将 0.19999999999999996	请 0.09999999999999998
RESULT	不肯.v 2105004001	不肯 1.0	不愿 0.9	拒绝 0.8	不依 0.7	不敢 0.6	不同 0.5	不服 0.3999999999999999	反对 0.29999999999999993	答应 0.19999999999999996	不想 0.09999999999999998
RESULT	土豆.v 2105004007	土豆 1.0	豆子 0.9	蔬菜 0.8	出土 0.7	玉米 0.6	豆 0.5	绿豆 0.3999999999999999	菜 0.29999999999999993	辣子 0.19999999999999996	作物 0.09999999999999998
RESULT	土豆.v 2105007021	土豆 1.0	豆子 0.9	大豆 0.8	蔬菜 0.7	青菜 0.6	玉米 0.5	地瓜 0.3999999999999999	作物 0.29999999999999993	菜 0.19999999999999996	绿豆 0.09999999999999998
RESULT	时候.v 2105004009	时候 1.0	时节 0.9	当儿 0.8	期间 0.7	时间 0.6	时刻 0.5	那时 0.3999999999999999	日子 0.29999999999999993	时 0.19999999999999996	那天 0.09999999999999998
RESULT	扣.v 2105004012	扣 1.0	领 0.9	赔 0.8	欠 0.7	罚 0.6	给 0.5	收 0.3999999999999999	抵扣 0.29999999999999993	偷 0.19999999999999996	损失 0.09999999999999998
RESULT	三元钱.v 2105004014	三元 1.0	三角钱 0.9
RESULT	实际情况.v 2105005002	实际 1.0	现实情况 0.9	真实情况 0.8	事实 0.7	事实上 0.6	真正 0.5	具体情况 0.3999999999999999	实情 0.29999999999999993	实际上 0.19999999999999996	真实 0.09999999999999998
RESULT	至今.v 2105005006	至今 1.0	迄今 0.9	至此 0.8	直至 0.7	直到 0.6	自古 0.5	至死 0.3999999999999999	目前 0.29999999999999993	始终 0.19999999999999996	一直 0.09999999999999998
RESULT	尚未.v 2105005007	尚未 1.0	未能 0.9	未 0.8	没有 0.7	仍未 0.6	未曾 0.5	并未 0.3999999999999999	不曾 0.29999999999999993	没 0.19999999999999996	无法 0.09999999999999998
RESULT	脱贫.v 2105005008	脱贫 1.0	富裕 0.9	脱困 0.8	摆脱 0.7	盈利 0.6	翻身 0.5	破产 0.3999999999999999	贫困 0.29999999999999993	解脱 0.19999999999999996	致富 0.09999999999999998
RESULT	外欠.v 2105005010	外欠 1.0	还欠 0.9	另外 0.8	另有 0.7	外借 0.6	欠债 0.5	外债 0.3999999999999999	欠下 0.29999999999999993	遗留 0.19999999999999996	仅仅 0.09999999999999998
RESULT	债务.v 2105005012	债权 1.0	债 0.9	钱 0.8	债务 0.7	负债 0.6	资金 0.5	财产 0.3999999999999999	银子 0.29999999999999993	贷款 0.19999999999999996	资产 0.09999999999999998
RESULT	土窑洞.v 2105006008	土窑洞 1.0	土房子 0.9	土屋 0.8	土墙 0.7	土房 0.6	土灶 0.5	土坑 0.3999999999999999	土窯洞 0.29999999999999993	土窑 0.19999999999999996
RESULT	窑.v 2105006010	烧 1.0	砖瓦 0.9	炉 0.8	煤 0.7	陶 0.6	泥 0.5	原来 0.3999999999999999	地面 0.29999999999999993	瓦 0.19999999999999996	灶 0.09999999999999998
RESULT	窑.v 2105006028	屋 1.0	房 0.9	炉 0.8	墙 0.7	瓦 0.6	棚 0.5	砖瓦 0.3999999999999999	锅炉 0.29999999999999993	楼 0.19999999999999996	山 0.09999999999999998
RESULT	土.v 2105006011	泥 1.0	砖 0.9	壤 0.8	体 0.7	石 0.6	灰 0.5	墙 0.3999999999999999	瓦 0.29999999999999993	地 0.19999999999999996	址 0.09999999999999998
RESULT	已经.v 2105006012	早已 1.0	早就 0.9	现已 0.8	业已 0.7	早早 0.6	都 0.5	曾经 0.3999999999999999	全部 0.29999999999999993	完全 0.19999999999999996	即已 0.09999999999999998
RESULT	塌.v 2105006013	坍塌 1.0	塌 0.9	倒塌 0.8	倾倒 0.7	垮塌 0.6	崩塌 0.5	砸 0.3999999999999999	落 0.29999999999999993	跌落 0.19999999999999996	滚落 0.09999999999999998
RESULT	窗子.v 2105006016	窗子 1.0	窗户 0.9	窗台 0.8	门 0.7	窗 0.6	窗口 0.5	窗帘 0.3999999999999999	门框 0.29999999999999993	窗框 0.19999999999999996	墙 0.09999999999999998
RESULT	居住.v 2105006021	居住 1.0	生活 0.9	居家 0.8	房屋 0.7	居室 0.6	居所 0.5	入住 0.3999999999999999	屋宇 0.29999999999999993	居屋 0.19999999999999996	人身 0.09999999999999998
RESULT	安全.v 2105006022	安全 1.0	安宁 0.9	安稳 0.8	安然 0.7	稳定 0.6	平安 0.5	安定 0.3999999999999999	安康 0.29999999999999993	质量 0.19999999999999996	平稳 0.09999999999999998
RESULT	柱子.v 2105006026	木头 1.0	木杆 0.9	石头 0.8	木柱 0.7	木条 0.6	木料 0.5	砖瓦 0.3999999999999999	木板 0.29999999999999993	竹子 0.19999999999999996	铁丝 0.09999999999999998
RESULT	顶住.v 2105006027	支撑 1.0	顶住 0.9	盖住 0.8	固定 0.7	压住 0.6	搭住 0.5	钉住 0.3999999999999999	遮盖 0.29999999999999993	搭起 0.19999999999999996	抵住 0.09999999999999998
RESULT	顶.v 2105006029	头 1.0	墙 0.9	盖 0.8	屋顶 0.7	壁 0.6	棚顶 0.5	房顶 0.3999999999999999	尖 0.29999999999999993	瓦 0.19999999999999996	底 0.09999999999999998
RESULT	读书.v 2105007004	读书 1.0	上学 0.9	念书 0.8	学习 0.7	入学 0.6	就读 0.5	求学 0.3999999999999999	用书 0.29999999999999993	学业 0.19999999999999996	考试 0.09999999999999998
RESULT	交.v 2105007005	交 1.0	缴 0.9	付 0.8	支付 0.7	负担 0.6	凑 0.5	拿 0.3999999999999999	收 0.29999999999999993	欠交 0.19999999999999996	承担 0.09999999999999998
RESULT	学费.v 2105007008	学费 1.0	钱 0.9	费 0.8	费用 0.7	稿费 0.6	款 0.5	教育 0.3999999999999999	房费 0.29999999999999993	课本 0.19999999999999996	班费 0.09999999999999998
RESULT	只有.v 2105007010	只有 1.0	只好 0.9	只能 0.8	只得 0.7	唯有 0.6	仅仅 0.5	仅有 0.3999999999999999	仅 0.29999999999999993	只 0.19999999999999996	惟有 0.09999999999999998
RESULT	求.v 2105007011	求 1.0	请求 0.9	恳求 0.8	跪求 0.7	找 0.6	哀求 0.5	乞求 0.3999999999999999	要求 0.29999999999999993	祈求 0.19999999999999996	央求 0.09999999999999998
RESULT	欠条.v 2105007016	欠条 1.0	欠费 0.9	欠钱 0.8	欠款 0.7	欠账 0.6	欠税 0.5	欠 0.3999999999999999	欠债 0.29999999999999993	借条 0.19999999999999996	欠薪 0.09999999999999998
RESULT	感觉.v 2105008002	感觉 1.0	觉得 0.9	觉着 0.8	认为 0.7	觉 0.6	觉察 0.5	发觉 0.3999999999999999	感到 0.29999999999999993	以为 0.19999999999999996	深感 0.09999999999999998
RESULT	藏.v 2105008013	藏 1.0	放 0.9	搁 0.8	挂 0.7	存放 0.6	埋 0.5	保存 0.3999999999999999	储藏 0.29999999999999993	贮藏 0.19999999999999996	锁 0.09999999999999998
RESULT	柜子.v 2105008015	柜子 1.0	衣柜 0.9	屉子 0.8	木柜 0.7	书柜 0.6	储藏 0.5	匣子 0.3999999999999999	屉 0.29999999999999993	书房 0.19999999999999996	书斋 0.09999999999999998
RESULT	不好意思.v 2105008018	愿意 1.0	好意思 0.9	敢 0.8	肯 0.7	想 0.6	让 0.5	愿 0.3999999999999999	懒得 0.29999999999999993	乐意 0.19999999999999996	屑 0.09999999999999998
RESULT	挂.v 2105008019	摆 1.0	揭 0.9	拔 0.8	张挂 0.7	开 0.6	提 0.5	挂 0.3999999999999999	悬挂 0.29999999999999993	扯 0.19999999999999996	展示 0.09999999999999998
