RESULT	增救.v 2100005001	增援 1.0	增收 0.9	增补 0.8	增修 0.7	增给 0.6	增强 0.5	增生 0.3999999999999999	增加 0.29999999999999993
RESULT	增救.v 2100006014	增援 1.0	增补 0.9	增加 0.8	增强 0.7	增给 0.6	增修 0.5	增收 0.3999999999999999	增添 0.29999999999999993	增上 0.19999999999999996
RESULT	困难.v 2104003025	困难 1.0	难 0.9	艰难 0.8	问题 0.7	难度 0.6	受阻 0.5	较难 0.3999999999999999	难题 0.29999999999999993	难以 0.19999999999999996	紧张 0.09999999999999998
RESULT	导致.v 2104003027	导致 1.0	致使 0.9	招致 0.8	以致 0.7	造成 0.6	引致 0.5	使得 0.3999999999999999	促使 0.29999999999999993	引发 0.19999999999999996	促成 0.09999999999999998
RESULT	紧缺.v 2104003030	缺乏 1.0	匮乏 0.9	紧缺 0.8	缺失 0.7	短缺 0.6	紧张 0.5	匮缺 0.3999999999999999	缺少 0.29999999999999993	欠缺 0.19999999999999996	充足 0.09999999999999998
RESULT	紧缺.v 2104011018	缺乏 1.0	匮乏 0.9	缺失 0.8	缺少 0.7	短缺 0.6	紧张 0.5	缺 0.3999999999999999	缺损 0.29999999999999993	欠缺 0.19999999999999996	紧缩 0.09999999999999998
RESULT	大量.v 2104003036	极度 1.0	多数 0.9	普遍 0.8	多 0.7	过度 0.6	广泛 0.5	多次 0.3999999999999999	过量 0.29999999999999993	多处 0.19999999999999996	严重 0.09999999999999998
RESULT	积压.v 2104003037	堆积 1.0	空缺 0.9	积压 0.8	流失 0.7	闲置 0.6	减产 0.5	沉没 0.3999999999999999	挤压 0.29999999999999993	消耗 0.19999999999999996	抛空 0.09999999999999998
RESULT	积压.v 2104008004	积压 1.0	堆积 0.9	挤压 0.8	库存 0.7	沉积 0.6	负压 0.5	积累 0.3999999999999999	沉渣 0.29999999999999993	减产 0.19999999999999996	流失 0.09999999999999998
RESULT	积压.v 2104011006	积压 1.0	库存 0.9	负压 0.8	负担 0.7	挤压 0.6	压力 0.5	受压 0.3999999999999999	负荷 0.29999999999999993	堆积 0.19999999999999996	包袱 0.09999999999999998
RESULT	调查.v 2104004001	调查 1.0	了解 0.9	查 0.8	统计 0.7	研究 0.6	调研 0.5	摸底 0.3999999999999999	查核 0.29999999999999993	检查 0.19999999999999996	核查 0.09999999999999998
RESULT	库存.v 2104004008	库存 1.0	存储 0.9	储存 0.8	贮存 0.7	存有 0.6	存放 0.5	存在 0.3999999999999999	存量 0.29999999999999993	储藏 0.19999999999999996	储备 0.09999999999999998
RESULT	库存.v 2104004014	储存 1.0	贮存 0.9	储藏 0.8	储备 0.7	堆积 0.6	留存 0.5	仓储 0.3999999999999999	封存 0.29999999999999993	剩余 0.19999999999999996	出库 0.09999999999999998
RESULT	已.v 2104004017	已 1.0	现已 0.9	早已 0.8	业已 0.7	就 0.6	则 0.5	累计 0.3999999999999999	目前 0.29999999999999993	更 0.19999999999999996	也 0.09999999999999998
RESULT	已.v 2104012005	已 1.0	现已 0.9	业已 0.8	早已 0.7	目前 0.6	曾经 0.5	政府 0.3999999999999999	即将 0.29999999999999993	去年 0.19999999999999996	刚刚 0.09999999999999998
RESULT	已.v 2105006004	已 1.0	现 0.9	业已 0.8	拥 0.7	大约 0.6	距今 0.5	占 0.3999999999999999	早已 0.29999999999999993	具 0.19999999999999996	至今 0.09999999999999998
RESULT	几乎.v 2104004026	几乎 1.0	基本 0.9	似乎 0.8	近乎 0.7	更是 0.6	却 0.5	几近 0.3999999999999999	更 0.29999999999999993	则 0.19999999999999996	竟 0.09999999999999998
RESULT	没有.v 2104004028	没有 1.0	没 0.9	不曾 0.8	不能 0.7	尚未 0.6	没能 0.5	未 0.3999999999999999	不会 0.29999999999999993	未曾 0.19999999999999996	不见 0.09999999999999998
RESULT	卖出.v 2104004029	出售 1.0	售出 0.9	卖出 0.8	售卖 0.7	卖掉 0.6	销售 0.5	产出 0.3999999999999999	贩卖 0.29999999999999993	售罄 0.19999999999999996	卖 0.09999999999999998
RESULT	籽棉.v 2104006003	棉花 1.0	棉纺 0.9	棉纱 0.8	籽棉 0.7	粮棉 0.6	小麦 0.5	种棉 0.3999999999999999	棉衣 0.29999999999999993	大部 0.19999999999999996	大量 0.09999999999999998
RESULT	必须.v 2104006004	必须 1.0	需要 0.9	须要 0.8	必需 0.7	务必 0.6	要求 0.5	将要 0.3999999999999999	应该 0.29999999999999993	就要 0.19999999999999996	务求 0.09999999999999998
RESULT	轧花.v 2104006005	轧花 1.0	挤压 0.9	拉花 0.8	冶炼 0.7	纺纱 0.6	拉丝 0.5	扎花 0.3999999999999999	晾晒 0.29999999999999993	拔丝 0.19999999999999996	加工 0.09999999999999998
RESULT	脱.v 2104006006	脱 1.0	剥皮 0.9	去 0.8	除 0.7	出油 0.6	结果 0.5	成熟 0.3999999999999999	收割 0.29999999999999993	嫁接 0.19999999999999996	落花 0.09999999999999998
RESULT	籽.v 2104006007	落 1.0	掉 0.9	皮 0.8	颖 0.7	子 0.6	壳 0.5	色 0.3999999999999999	油 0.29999999999999993	果 0.19999999999999996	胚 0.09999999999999998
RESULT	只好.v 2104006010	只好 1.0	只能 0.9	只得 0.8	只有 0.7	仅 0.6	不得 0.5	仅仅 0.3999999999999999	惟有 0.29999999999999993	唯有 0.19999999999999996	只是 0.09999999999999998
RESULT	只好.v 2105006024	只好 1.0	只得 0.9	不得 0.8	只能 0.7	只有 0.6	唯有 0.5	仅仅 0.3999999999999999	无奈 0.29999999999999993	仅 0.19999999999999996	惟有 0.09999999999999998
RESULT	锯.v 2104006013	锯 1.0	圆锯 0.9	刀锯 0.8	剪刀 0.7	尖头 0.6	截 0.5	磨 0.3999999999999999	切割 0.29999999999999993	凿 0.19999999999999996	机械 0.09999999999999998
RESULT	齿.v 2104006014	齿 1.0	头 0.9	牙 0.8	口 0.7	面 0.6	子 0.5	片 0.3999999999999999	式 0.29999999999999993	形 0.19999999999999996	距 0.09999999999999998
RESULT	影响.v 2104006019	影响 1.0	损害 0.9	破坏 0.8	干扰 0.7	损伤 0.6	危害 0.5	有损 0.3999999999999999	阻碍 0.29999999999999993	冲击 0.19999999999999996	妨碍 0.09999999999999998
RESULT	影响.v 2104006024	干扰 1.0	损害 0.9	冲击 0.8	危害 0.7	破坏 0.6	阻碍 0.5	妨碍 0.3999999999999999	有损 0.29999999999999993	制约 0.19999999999999996	损伤 0.09999999999999998
RESULT	影响.v 2104009007	影响 1.0	制约 0.9	冲击 0.8	推动 0.7	作用 0.6	引导 0.5	扶持 0.3999999999999999	驱动 0.29999999999999993	带动 0.19999999999999996	拖累 0.09999999999999998
RESULT	棉绒.v 2104006020	纤维 1.0	毛绒 0.9	羊毛 0.8	绒毛 0.7	纺纱 0.6
RESULT	棉籽.v 2104006025	油菜 1.0	玉米 0.9	麦子 0.8	粮棉 0.7	成品 0.6	草棉 0.5	种子 0.3999999999999999	原棉 0.29999999999999993	羊毛 0.19999999999999996	粮油 0.09999999999999998
RESULT	出油率.v 2104006027	出油率 1.0	含油量 0.9	油性 0.8	含油率 0.7	油量 0.6	油分 0.5	出油 0.3999999999999999	产油量 0.29999999999999993
RESULT	油质.v 2104006029	品质 1.0	含油 0.9	石油 0.8	颜色 0.7	产油 0.6	水分 0.5	精油 0.3999999999999999	色泽 0.29999999999999993	气质 0.19999999999999996	原油 0.09999999999999998
RESULT	带来.v 2104006033	带来 1.0	造成 0.9	引起 0.8	产生 0.7	以 0.6	招致 0.5	引来 0.3999999999999999	带去 0.29999999999999993	有 0.19999999999999996	形成 0.09999999999999998
RESULT	损失.v 2104006036	损失 1.0	麻烦 0.9	损害 0.8	负担 0.7	损伤 0.6	打击 0.5	困难 0.3999999999999999	折损 0.29999999999999993	伤害 0.19999999999999996	损耗 0.09999999999999998
RESULT	投入.v 2104007001	投入 1.0	注入 0.9	投资 0.8	筹措 0.7	支出 0.6	用 0.5	花费 0.3999999999999999	花 0.29999999999999993	获取 0.19999999999999996	筹集 0.09999999999999998
RESULT	投入.v 2104012006	投入 1.0	入库 0.9	落实 0.8	拨出 0.7	列入 0.6	拨付 0.5	投资 0.3999999999999999	注入 0.29999999999999993	投放 0.19999999999999996	加入 0.09999999999999998
RESULT	收.v 2104007004	收 1.0	回 0.9	拿 0.8	还 0.7	取 0.6	接 0.5	领 0.3999999999999999	赚 0.29999999999999993	挣 0.19999999999999996	没收 0.09999999999999998
RESULT	收.v 2104015029	提 1.0	抢收 0.9	卖出 0.8	拿 0.7	交 0.6	买 0.5	吸收 0.3999999999999999	集中 0.29999999999999993	兜 0.19999999999999996	销售 0.09999999999999998
RESULT	回来.v 2104007006	回来 1.0	回去 0.9	回 0.8	来 0.7	回归 0.6	到 0.5	回家 0.3999999999999999	出来 0.29999999999999993	出去 0.19999999999999996	起来 0.09999999999999998
RESULT	收入.v 2104007009	效益 1.0	利润 0.9	成本 0.8	支出 0.7	产出 0.6	成果 0.5	成效 0.3999999999999999	增收 0.29999999999999993	财力 0.19999999999999996	开支 0.09999999999999998
RESULT	骤减.v 2104007010	下降 1.0	骤减 0.9	减少 0.8	锐减 0.7	下滑 0.6	骤降 0.5	缩减 0.3999999999999999	缩水 0.29999999999999993	削减 0.19999999999999996	降低 0.09999999999999998
RESULT	极大.v 2104007012	极大 1.0	大大 0.9	严重 0.8	很大 0.7	巨大 0.6	深深 0.5	直接 0.3999999999999999	更大 0.29999999999999993	有力 0.19999999999999996	明显 0.09999999999999998
RESULT	挫伤.v 2104007014	打击 1.0	损害 0.9	削弱 0.8	冲击 0.7	伤害 0.6	挫伤 0.5	破坏 0.3999999999999999	影响 0.29999999999999993	消耗 0.19999999999999996	损伤 0.09999999999999998
RESULT	较高.v 2104008016	偏高 1.0	较高 0.9	高 0.8	太高 0.7	很高 0.6	超高 0.5	高昂 0.3999999999999999	极高 0.29999999999999993	昂贵 0.19999999999999996	比较 0.09999999999999998
RESULT	消费.v 2104008019	生产 1.0	消费 0.9	供应 0.8	采购 0.7	出产 0.6	批发 0.5	出口 0.3999999999999999	经销 0.29999999999999993	种植 0.19999999999999996	出售 0.09999999999999998
RESULT	厂家.v 2104008020	者 1.0	厂家 0.9	商 0.8	企业 0.7	商家 0.6	大户 0.5	主体 0.3999999999999999	市场 0.29999999999999993	用户 0.19999999999999996	单位 0.09999999999999998
RESULT	承受.v 2104008022	承受 1.0	承担 0.9	接受 0.8	承负 0.7	承当 0.6	负担 0.5	承认 0.3999999999999999	承载 0.29999999999999993	承接 0.19999999999999996	容忍 0.09999999999999998
RESULT	受.v 2104009002	受 1.0	深受 0.9	遭遇 0.8	接受 0.7	缘于 0.6	得益 0.5	源于 0.3999999999999999	经受 0.29999999999999993	倍受 0.19999999999999996	备受 0.09999999999999998
RESULT	产业.v 2104009004	产业 1.0	行业 0.9	宏观 0.8	工业 0.7	经济 0.6	财 0.5	发展 0.3999999999999999	行 0.29999999999999993	生产 0.19999999999999996	市场 0.09999999999999998
RESULT	化纤.v 2104009009	化纤 1.0	棉纱 0.9	纤维 0.8	棉纺 0.7	棉花 0.6	棉布 0.5	纺纱 0.3999999999999999	纤纤 0.29999999999999993	涤棉 0.19999999999999996	丝绸 0.09999999999999998
RESULT	化纤.v 2104010006	化纤 1.0	纤维 0.9	布料 0.8	合成 0.7	化学 0.6	涤棉 0.5	纯棉 0.3999999999999999	服装 0.29999999999999993	石棉 0.19999999999999996	布 0.09999999999999998
RESULT	替代.v 2104009010	代替 1.0	取代 0.9	替代 0.8	替换 0.7	超越 0.6	代表 0.5	远离 0.3999999999999999	代 0.29999999999999993	赶超 0.19999999999999996	超过 0.09999999999999998
RESULT	纺织.v 2104010001	纺织 1.0	织物 0.9	制造 0.8	织造 0.7	纺纱 0.6	服装 0.5	棉纺 0.3999999999999999	生 0.29999999999999993	纤维 0.19999999999999996	造纸 0.09999999999999998
RESULT	比例.v 2104010008	比例 1.0	比重 0.9	比值 0.8	百分 0.7	比率 0.6	配比 0.5	数量 0.3999999999999999	规格 0.29999999999999993	比比 0.19999999999999996	结构 0.09999999999999998
RESULT	约.v 2104010009	约 1.0	大约 0.9	近乎 0.8	将近 0.7	估计 0.6	一般 0.5	几乎 0.3999999999999999	平均 0.29999999999999993	略 0.19999999999999996	基本 0.09999999999999998
RESULT	变成.v 2104010014	变为 1.0	改为 0.9	成为 0.8	变成 0.7	改成 0.6	转为 0.5	演变 0.3999999999999999	趋近 0.29999999999999993	达到 0.19999999999999996	是 0.09999999999999998
RESULT	需求量.v 2104010020	需求 1.0	要求 0.9	供应量 0.8	供应 0.7	需要 0.6	用量 0.5	供求 0.3999999999999999	需要量 0.29999999999999993	消耗量 0.19999999999999996	追求 0.09999999999999998
RESULT	减少.v 2104010021	下降 1.0	缩减 0.9	减少 0.8	缩小 0.7	增加 0.6	削减 0.5	降低 0.3999999999999999	锐减 0.29999999999999993	骤减 0.19999999999999996	少 0.09999999999999998
RESULT	严重.v 2104011007	严重 1.0	加重 0.9	沉重 0.8	重重 0.7	极重 0.6	过重 0.5	深重 0.3999999999999999	重 0.29999999999999993	大 0.19999999999999996	太重 0.09999999999999998
RESULT	严重.v 2104011017	极度 1.0	十分 0.9	明显 0.8	日益 0.7	极其 0.6	大量 0.5	更加 0.3999999999999999	非常 0.29999999999999993	急剧 0.19999999999999996	大面 0.09999999999999998
RESULT	周转.v 2104011012	周转 1.0	循环 0.9	流转 0.8	运转 0.7	运行 0.6	流动 0.5	流失 0.3999999999999999	运作 0.29999999999999993	回笼 0.19999999999999996	链条 0.09999999999999998
RESULT	不灵.v 2104011013	不畅 1.0	困难 0.9	不灵 0.8	不顺 0.7	缓慢 0.6	失灵 0.5	不良 0.3999999999999999	失常 0.29999999999999993	无力 0.19999999999999996	不力 0.09999999999999998
RESULT	仅.v 2104012014	仅 1.0	只 0.9	单 0.8	但 0.7	唯独 0.6	不过 0.5	惟 0.3999999999999999	目前 0.29999999999999993	且 0.19999999999999996	少 0.09999999999999998
RESULT	占压.v 2104012015	占用 1.0	挤占 0.9	挤压 0.8	扣压 0.7	占到 0.6	占压 0.5	剩下 0.3999999999999999	有 0.29999999999999993	分配 0.19999999999999996	侵占 0.09999999999999998
RESULT	利薄.v 2104013005	利润 1.0	效益 0.9	利益 0.8	效率 0.7	亏损 0.6	利税 0.5	盈利 0.3999999999999999	势利 0.29999999999999993	利息 0.19999999999999996	利弊 0.09999999999999998
RESULT	甚至.v 2104013007	甚至 1.0	甚而 0.9	有时 0.8	甚或 0.7	竟然 0.6	乃至 0.5	还要 0.3999999999999999	有些 0.29999999999999993	更是 0.19999999999999996	有的 0.09999999999999998
RESULT	赔本.v 2104013008	赔本 1.0	赔钱 0.9	亏损 0.8	亏本 0.7	赔偿 0.6	赔款 0.5	赔付 0.3999999999999999	损失 0.29999999999999993	赔损 0.19999999999999996	违约 0.09999999999999998
RESULT	待.v 2104014003	惜 1.0	廉 0.9	低 0.8	贪 0.7	守 0.6	降 0.5	怕 0.3999999999999999	限 0.29999999999999993	卖 0.19999999999999996	待 0.09999999999999998
RESULT	价.v 2104014004	价 1.0	产 0.9	物 0.8	时 0.7	市 0.6	货 0.5	遇 0.3999999999999999	摊 0.29999999999999993	量 0.19999999999999996	卖 0.09999999999999998
RESULT	惜售.v 2104014005	惜售 1.0	不惜 0.9	珍惜 0.8	贱卖 0.7	惜惜 0.6	爱惜 0.5	惜物 0.3999999999999999	低廉 0.29999999999999993	吝惜 0.19999999999999996	惜 0.09999999999999998
RESULT	错失良机.v 2104014008	错失良机 1.0	失去 0.9	丧失 0.8	错过 0.7	错失 0.6	失掉 0.5	贻误 0.3999999999999999	没有 0.29999999999999993	不得 0.19999999999999996	失却 0.09999999999999998
RESULT	落实.v 2104015008	完成 1.0	实现 0.9	落实 0.8	实施 0.7	执行 0.6	实际 0.5	实行 0.3999999999999999	达到 0.29999999999999993	落到 0.19999999999999996	达 0.09999999999999998
RESULT	不足.v 2104015009	不到 1.0	不足 0.9	不过 0.8	不够 0.7	不少 0.6	不满 0.5	未满 0.3999999999999999	不及 0.29999999999999993	不大 0.19999999999999996	不下 0.09999999999999998
RESULT	应.v 2104015014	应 1.0	要 0.9	必须 0.8	须 0.7	需要 0.6	理应 0.5	将 0.3999999999999999	当 0.29999999999999993	就要 0.19999999999999996	宜 0.09999999999999998
RESULT	积极.v 2104015015	积极 1.0	尽快 0.9	主动 0.8	及时 0.7	充分 0.6	立即 0.5	认真 0.3999999999999999	极力 0.29999999999999993	切实 0.19999999999999996	果断 0.09999999999999998
RESULT	积极.v 2107007006	积极 1.0	切实 0.9	更 0.8	正确 0.7	最 0.6	相应 0.5	应 0.3999999999999999	全面 0.29999999999999993	充分 0.19999999999999996	适当 0.09999999999999998
RESULT	采取.v 2104015016	采取 1.0	采用 0.9	运用 0.8	行动 0.7	采办 0.6	制定 0.5	作出 0.3999999999999999	开展 0.29999999999999993	探索 0.19999999999999996	寻求 0.09999999999999998
RESULT	采取.v 2106003001	采取 1.0	选取 0.9	实行 0.8	坚持 0.7	采用 0.6	运用 0.5	利用 0.3999999999999999	选择 0.29999999999999993	取消 0.19999999999999996	取得 0.09999999999999998
RESULT	采取.v 2107007005	采取 1.0	做出 0.9	实施 0.8	作出 0.7	制定 0.6	开展 0.5	进行 0.3999999999999999	使用 0.29999999999999993	建立 0.19999999999999996	推动 0.09999999999999998
RESULT	大力.v 2104015019	大力 1.0	全力 0.9	努力 0.8	主动 0.7	大胆 0.6	奋力 0.5	大量 0.3999999999999999	广泛 0.29999999999999993	力争 0.19999999999999996	强力 0.09999999999999998
RESULT	筹措.v 2104015020	筹措 1.0	支持 0.9	增加 0.8	引进 0.7	扩大 0.6	争取 0.5	发展 0.3999999999999999	扩充 0.29999999999999993	筹集 0.19999999999999996	提高 0.09999999999999998
RESULT	待售.v 2104015026	售卖 1.0	售出 0.9	出售 0.8	预售 0.7	售 0.6	销售 0.5	卖出 0.3999999999999999	待售 0.29999999999999993	储存 0.19999999999999996	供应 0.09999999999999998
RESULT	上来.v 2104015030	回来 1.0	上来 0.9	回去 0.8	回 0.7	割上 0.6	起来 0.5	入 0.3999999999999999	来 0.29999999999999993	归来 0.19999999999999996	上去 0.09999999999999998
RESULT	保护.v 2104015033	保护 1.0	维护 0.9	确保 0.8	保障 0.7	护卫 0.6	保证 0.5	防止 0.3999999999999999	增加 0.29999999999999993	卫护 0.19999999999999996	守护 0.09999999999999998
RESULT	利益.v 2104015037	利益 1.0	权益 0.9	效益 0.8	利润 0.7	益 0.6	权利 0.5	益处 0.3999999999999999	获益 0.29999999999999993	价值 0.19999999999999996	福利 0.09999999999999998
RESULT	顺利.v 2104015047	顺利 1.0	正确 0.9	正常 0.8	健康 0.7	成功 0.6	如期 0.5	准确 0.3999999999999999	正式 0.29999999999999993	平稳 0.19999999999999996	圆满 0.09999999999999998
RESULT	实施.v 2104015048	执行 1.0	推行 0.9	运行 0.8	进行 0.7	贯彻 0.6	开展 0.5	颁布 0.3999999999999999	推进 0.29999999999999993	完成 0.19999999999999996	履行 0.09999999999999998
RESULT	告诉.v 2105002009	告诉 1.0	说 0.9	告知 0.8	告 0.7	介绍 0.6	诉说 0.5	称 0.3999999999999999	讲 0.29999999999999993	提醒 0.19999999999999996	表示 0.09999999999999998
RESULT	开展.v 2105002013	开展 1.0	实施 0.9	开办 0.8	打造 0.7	进行 0.6	举办 0.5	推行 0.3999999999999999	搞 0.29999999999999993	创办 0.19999999999999996	创建 0.09999999999999998
RESULT	文明户.v 2105002016	文明户 1.0	示范户 0.9	文明村 0.8	户 0.7	村 0.6	家庭 0.5	明星 0.3999999999999999	标兵 0.29999999999999993	环境 0.19999999999999996	文明 0.09999999999999998
RESULT	评比.v 2105002017	评比 1.0	评选 0.9	评定 0.8	考评 0.7	评估 0.6	评判 0.5	评议 0.3999999999999999	测评 0.29999999999999993	评价 0.19999999999999996	考核 0.09999999999999998
RESULT	活动.v 2105002018	活动 1.0	工作 0.9	过程 0.8	行动 0.7	竞赛 0.6	项目 0.5	运动 0.3999999999999999	表彰 0.29999999999999993	赛 0.19999999999999996	事件 0.09999999999999998
RESULT	活动.v 2106002024	活动 1.0	行动 0.9	项目 0.8	组织 0.7	游行 0.6	运动 0.5	计划 0.3999999999999999	大会 0.29999999999999993	倡议 0.19999999999999996	会 0.09999999999999998
RESULT	非要.v 2105002022	硬要 1.0	非要 0.9	硬是 0.8	强行 0.7	没有 0.6	强制 0.5	非得 0.3999999999999999	强硬 0.29999999999999993	不仅 0.19999999999999996	总是 0.09999999999999998
RESULT	发给.v 2105002023	发给 1.0	给 0.9	送给 0.8	颁发 0.7	颁给 0.6	给予 0.5	送 0.3999999999999999	分发 0.29999999999999993	授予 0.19999999999999996	赠给 0.09999999999999998
RESULT	让.v 2105002028	让 1.0	使 0.9	叫 0.8	令 0.7	把 0.6	教 0.5	委托 0.3999999999999999	就让 0.29999999999999993	请 0.19999999999999996	将 0.09999999999999998
RESULT	不肯.v 2105004001	不肯 1.0	不依 0.9	不愿 0.8	不敢 0.7	拒绝 0.6	不服 0.5	不同 0.3999999999999999	反对 0.29999999999999993	不想 0.19999999999999996	答应 0.09999999999999998
RESULT	土豆.v 2105004007	土豆 1.0	豆子 0.9	蔬菜 0.8	出土 0.7	豆 0.6	绿豆 0.5	菜 0.3999999999999999	玉米 0.29999999999999993	辣子 0.19999999999999996	红豆 0.09999999999999998
RESULT	土豆.v 2105007021	土豆 1.0	豆子 0.9	大豆 0.8	青菜 0.7	蔬菜 0.6	玉米 0.5	地瓜 0.3999999999999999	黄豆 0.29999999999999993	红豆 0.19999999999999996	作物 0.09999999999999998
RESULT	时候.v 2105004009	时候 1.0	时节 0.9	当儿 0.8	时间 0.7	期间 0.6	那时 0.5	时 0.3999999999999999	时刻 0.29999999999999993	那天 0.19999999999999996	日子 0.09999999999999998
RESULT	扣.v 2105004012	扣 1.0	赔 0.9	领 0.8	罚 0.7	欠 0.6	给 0.5	偷 0.3999999999999999	收 0.29999999999999993	拿 0.19999999999999996	交 0.09999999999999998
RESULT	三元钱.v 2105004014	三元 1.0	三角钱 0.9	银子 0.8
RESULT	实际情况.v 2105005002	实际 1.0	真实情况 0.9	现实情况 0.8	事实 0.7	事实上 0.6	具体情况 0.5	真正 0.3999999999999999	实情 0.29999999999999993	事实真相 0.19999999999999996	实际上 0.09999999999999998
RESULT	至今.v 2105005006	至今 1.0	迄今 0.9	至此 0.8	直到 0.7	直至 0.6	目前 0.5	自古 0.3999999999999999	至死 0.29999999999999993	始终 0.19999999999999996	现在 0.09999999999999998
RESULT	尚未.v 2105005007	尚未 1.0	未能 0.9	未曾 0.8	没有 0.7	仍未 0.6	未 0.5	不曾 0.3999999999999999	并未 0.29999999999999993	不能 0.19999999999999996	无法 0.09999999999999998
RESULT	脱贫.v 2105005008	脱贫 1.0	脱困 0.9	富裕 0.8	摆脱 0.7	翻身 0.6	解脱 0.5	盈利 0.3999999999999999	破产 0.29999999999999993	贫困 0.19999999999999996	清贫 0.09999999999999998
RESULT	外欠.v 2105005010	外欠 1.0	还欠 0.9	另外 0.8	另有 0.7	外借 0.6	仅仅 0.5	外债 0.3999999999999999	还有 0.29999999999999993	遗留 0.19999999999999996	欠债 0.09999999999999998
RESULT	债务.v 2105005012	债权 1.0	债务 0.9	钱 0.8	债 0.7	负债 0.6	财产 0.5	银子 0.3999999999999999	资金 0.29999999999999993	资产 0.19999999999999996	款项 0.09999999999999998
RESULT	土窑洞.v 2105006008	土窑洞 1.0	土房子 0.9	土屋 0.8	土房 0.7	土墙 0.6	土坑 0.5	土灶 0.3999999999999999	土窑 0.29999999999999993	土窯洞 0.19999999999999996	土家 0.09999999999999998
RESULT	窑.v 2105006010	烧 1.0	砖瓦 0.9	煤 0.8	瓦 0.7	炉 0.6	陶 0.5	泥 0.3999999999999999	地面 0.29999999999999993	原来 0.19999999999999996	灶 0.09999999999999998
RESULT	窑.v 2105006028	屋 1.0	房 0.9	炉 0.8	瓦 0.7	墙 0.6	棚 0.5	砖瓦 0.3999999999999999	山 0.29999999999999993	楼 0.19999999999999996	锅炉 0.09999999999999998
RESULT	土.v 2105006011	泥 1.0	砖 0.9	壤 0.8	石 0.7	址 0.6	体 0.5	墙 0.3999999999999999	地 0.29999999999999993	瓦 0.19999999999999996	块 0.09999999999999998
RESULT	已经.v 2105006012	早已 1.0	早就 0.9	现已 0.8	业已 0.7	曾经 0.6	都 0.5	早早 0.3999999999999999	完全 0.29999999999999993	全部 0.19999999999999996	即已 0.09999999999999998
RESULT	塌.v 2105006013	塌 1.0	坍塌 0.9	倒塌 0.8	倾倒 0.7	垮 0.6	崩塌 0.5	落 0.3999999999999999	跌落 0.29999999999999993	砸 0.19999999999999996	滚落 0.09999999999999998
RESULT	窗子.v 2105006016	窗子 1.0	窗户 0.9	窗台 0.8	门 0.7	窗口 0.6	窗 0.5	窗帘 0.3999999999999999	窗框 0.29999999999999993	门框 0.19999999999999996	屋檐 0.09999999999999998
RESULT	居住.v 2105006021	居住 1.0	生活 0.9	居家 0.8	房屋 0.7	居室 0.6	入住 0.5	睡眠 0.3999999999999999	居屋 0.29999999999999993	屋宇 0.19999999999999996	人身 0.09999999999999998
RESULT	安全.v 2105006022	安全 1.0	安宁 0.9	安稳 0.8	安然 0.7	稳定 0.6	平安 0.5	安逸 0.3999999999999999	平稳 0.29999999999999993	质量 0.19999999999999996	卫生 0.09999999999999998
RESULT	柱子.v 2105006026	木头 1.0	木杆 0.9	石头 0.8	木柱 0.7	木条 0.6	木料 0.5	木板 0.3999999999999999	砖瓦 0.29999999999999993	竹子 0.19999999999999996	木棒 0.09999999999999998
RESULT	顶住.v 2105006027	支撑 1.0	顶住 0.9	盖住 0.8	固定 0.7	压住 0.6	搭住 0.5	撑住 0.3999999999999999	钉住 0.29999999999999993	抵住 0.19999999999999996	遮盖 0.09999999999999998
RESULT	顶.v 2105006029	头 1.0	壁 0.9	屋顶 0.8	盖 0.7	墙 0.6	棚顶 0.5	檐 0.3999999999999999	尖 0.29999999999999993	房顶 0.19999999999999996	瓦 0.09999999999999998
RESULT	读书.v 2105007004	读书 1.0	念书 0.9	上学 0.8	学习 0.7	入学 0.6	求学 0.5	就读 0.3999999999999999	考试 0.29999999999999993	用书 0.19999999999999996	学业 0.09999999999999998
RESULT	交.v 2105007005	交 1.0	缴 0.9	付 0.8	支付 0.7	负担 0.6	凑 0.5	拿 0.3999999999999999	收 0.29999999999999993	欠交 0.19999999999999996	承担 0.09999999999999998
RESULT	学费.v 2105007008	学费 1.0	钱 0.9	费用 0.8	费 0.7	稿费 0.6	款 0.5	教育 0.3999999999999999	房费 0.29999999999999993	租金 0.19999999999999996	款项 0.09999999999999998
RESULT	只有.v 2105007010	只有 1.0	只好 0.9	只能 0.8	只得 0.7	仅仅 0.6	唯有 0.5	仅有 0.3999999999999999	只 0.29999999999999993	仅 0.19999999999999996	惟有 0.09999999999999998
RESULT	求.v 2105007011	求 1.0	请求 0.9	恳求 0.8	跪求 0.7	找 0.6	乞求 0.5	要求 0.3999999999999999	哀求 0.29999999999999993	祈求 0.19999999999999996	拜托 0.09999999999999998
RESULT	欠条.v 2105007016	欠条 1.0	欠费 0.9	欠钱 0.8	欠款 0.7	欠账 0.6	欠税 0.5	欠 0.3999999999999999	欠债 0.29999999999999993	借条 0.19999999999999996	欠薪 0.09999999999999998
RESULT	感觉.v 2105008002	感觉 1.0	觉得 0.9	觉着 0.8	认为 0.7	感到 0.6	发觉 0.5	觉 0.3999999999999999	觉察 0.29999999999999993	以为 0.19999999999999996	深感 0.09999999999999998
RESULT	藏.v 2105008013	藏 1.0	放 0.9	搁 0.8	埋 0.7	挂 0.6	存放 0.5	锁 0.3999999999999999	保存 0.29999999999999993	贮藏 0.19999999999999996	储藏 0.09999999999999998
