RESULT	增救.v 2100005001	拯救 1.0	挽救 0.9	救助 0.8	营救 0.7	援救 0.6	搭救 0.5	救援 0.29999999999999993	抢 0.19999999999999996	铜铁0 -1	铜铁1 -2
RESULT	产品.v 2102006019	商品 1.0	物品 0.9	产物 0.8	货物 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	产品.v 2102006033	商品 1.0	物品 0.9	产物 0.8	货物 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	产品.v 2102008037	产物 1.0	制品 0.9	商品 0.8	物品 0.7	货物 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	产品.v 2102009007	产品可以替换为物品 1.0	商品 0.9	货物等 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	产品.v 2102009021	产品可以替换为物品 1.0	商品 0.9	货物等 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	产品.v 2102012003	产品 1.0	物品 0.9	商品 0.8	货物 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	产品.v 2102016011	产品可以替换为商品 1.0	物品 0.9	服务 0.8	货物等 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	产品.v 2104010002	商品 1.0	物品 0.9	货物 0.8	制品 0.7	产物 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	比试.v 2101042015	对比 1.0	比较 0.9	竞争 0.8	比照 0.7	比拟 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	好.v 2101043001	完美 1.0	出色 0.9	优秀 0.8	完备 0.7	完整 0.6	完全 0.5	精良 0.3999999999999999	完善 0.29999999999999993	卓 0.19999999999999996	铜铁0 -1
RESULT	好.v 2107005019	几百 1.0	数百 0.9	许多 0.8	大量 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	服务.v 2101043003	提供 1.0	招待 0.9	接待 0.8	服务员 0.7	服务态度 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	服务.v 2106003049	援助 1.0	帮助 0.9	协助 0.8	支持 0.7	提供 0.6	供应 0.5	提供支持 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	服务.v 2107003009	提供 1.0	援助 0.9	帮助 0.8	支持 0.7	协助 0.6	辅助 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	服务.v 2107003021	提供 1.0	援助 0.9	帮助 0.8	支持 0.7	协助 0.6	辅助 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	还.v 2101043004	仍然 1.0	也 0.9	并且 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	还.v 2102006017	另外 1.0	此外 0.9	并且 0.8	而且 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	还.v 2103021010	仍然 1.0	仍需要 0.9	依然 0.8	继续 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	还.v 2105007023	支付 1.0	偿还 0.9	清偿 0.8	归还 0.7	退还 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	热情.v 2101043006	热忱 1.0	热心 0.9	热情奔放 0.8	热情洋溢 0.7	热情似火 0.6	热情 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	顾客.v 2101043010	客户 1.0	消费者 0.9	买家 0.8	浏览者 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	做到.v 2101043011	尽力 1.0	尽心 0.9	尽心尽力 0.8	尽心竭力 0.7	尽心职守 0.6	尽职尽责 0.5	 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	做到.v 2102009026	实现 1.0	达成 0.9	完成 0.8	遵循 0.7	遵守 0.6	按照 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	百挑不厌.v 2101043012	挑剔不厌 1.0	挑选不厌 0.9	挑精不厌 0.8	挑礼不厌 0.7	挑善不厌 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	百问不烦.v 2101043014	千求不厌 1.0	无微不至 0.9	满足客户需求 0.8	满腔热情 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	真情.v 2101043017	热心 1.0	诚恳 0.9	真诚 0.8	真挚 0.7	真心 0.6	真情实意 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	赢得.v 2101043018	获得 1.0	赚取 0.9	赚到 0.8	赚来 0.7	赚回 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	回头客.v 2101043020	重复顾客 1.0	忠实顾客 0.9	老客户 0.8	老主顾 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	火.v 2101044003	繁荣 1.0	热闹 0.9	热销 0.8	热烈 0.7	火爆 0.6	火热 0.5	火速 0.3999999999999999	火红 0.29999999999999993	 0.19999999999999996	铜铁0 -1
RESULT	越.v 2101044010	更多 1.0	更大 0.9	更快 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	越.v 2101044012	更多 1.0	更大 0.9	更快 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	开.v 2101044017	开设 1.0	设立 0.9	创立 0.8	建立 0.7	投资 0.6	投入 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	屋.v 2101044025	店 1.0	店铺 0.9	商店 0.8	商铺 0.7	商场 0.6	零售店 0.5	零售店铺 0.3999999999999999	零 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	悟出.v 2101045014	领悟 1.0	领会 0.9	理解 0.8	明白 0.7	认识到 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	理儿.v 2101045017	结论 1.0	观点 0.9	论断 0.8	看法 0.7	洞见 0.6	心得 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	生命.v 2101045023	关键 1.0	关注 0.9	核心 0.8	重要性 0.7	必要性 0.6	关系 0.5	存在 0.3999999999999999	维持 0.29999999999999993	 0.19999999999999996	铜铁0 -1
RESULT	生命.v 2102001011	生存 1.0	存在 0.9	命运 0.8	关系 0.7	根基 0.6	基础 0.5	核心 0.3999999999999999	心血结晶 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	生命.v 2102002000	命运 1.0	生活 0.9	存在 0.8	人生 0.7	旅程 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	生命.v 2102002009	命运 1.0	生活 0.9	存在 0.8	人生 0.7	旅程 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	生命.v 2102002014	命运 1.0	生活 0.9	存在 0.8	人生 0.7	旅程 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	生命.v 2102016016	命运 1.0	关键 0.9	关注点 0.8	核心 0.7	重点 0.6	关键点 0.5	关注焦点 0.3999999999999999	 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	也是.v 2101045025	也是商家的关键 1.0	也是商家的根本 0.9	也是商家的基础 0.8	也是 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	商户.v 2101045027	商家 1.0	店主 0.9	店铺主 0.8	商铺主 0.7	商店老板 0.6	商铺老板 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	命根子.v 2101045029	根本 1.0	基础 0.9	根基 0.8	根源 0.7	根底 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	常.v 2102001004	经常 1.0	通常 0.9	时常 0.8	经常性地 0.7	频繁地 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	比作.v 2102001008	比喻 1.0	比拟 0.9	比照 0.8	比作 0.7	比形 0.6	比做 0.5	比类 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	宝贵.v 2102002002	珍贵 1.0	稀有 0.9	珍稀 0.8	珍视 0.7	珍惜 0.6	珍爱 0.5	重视 0.3999999999999999	重要 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	热爱.v 2102002007	崇拜 1.0	珍惜 0.9	热忱 0.8	热衷 0.7	热爱 0.6	热情 0.5	热心 0.3999999999999999	 0.19999999999999996	铜铁0 -1	铜铁1 -2
RESULT	势必.v 2102002018	必然 1.0	必定 0.9	无疑 0.8	肯定 0.7	必定会 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	打折扣.v 2102002020	降低 1.0	减少 0.9	降落 0.8	削减 0.7	缩减 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	道理.v 2102003001	原则 1.0	理念 0.9	道德 0.8	真理 0.7	信条 0.6	信念 0.5	信仰 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	重视.v 2102003007	关注 1.0	重视 0.9	重点关注 0.8	重心放在 0.7	重視 0.6	重利用 0.5	重新审 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	重视.v 2102005006	强调 1.0	重心 0.9	重点 0.8	重视 0.7	重申 0.6	重要性 0.5	重视等 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	难以.v 2102003018	无法 1.0	不能 0.9	无法实现 0.8	无法获得 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	难以.v 2103019008	困难 1.0	艰难 0.9	无法 0.8	挑战性 0.7	困苦 0.6	困境. 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	难以.v 2104008021	无法 1.0	不能 0.9	无力 0.8	无法承受 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	长久.v 2102003022	持久 1.0	持续 0.9	持续性 0.8	长期 0.7	持久性 0.6	持续的 0.5	持久的 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	立足.v 2102003023	稳固 1.0	持久 0.9	持续 0.8	维持 0.7	建立 0.6	坚持 0.5	维系 0.3999999999999999	持 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	会战.v 2102004006	战役 1.0	冲突 0.9	决战 0.8	战斗 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	主要.v 2102004009	主要任务 1.0	主要职责 0.9	主要功能 0.8	主要目标 0.7	主要职能 0.6	 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	承担.v 2102004010	承担：承担，承当，承受，承担，承担，承 1.0	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7	铜铁7 -8	铜铁8 -9
RESULT	油田.v 2102004011	石油田 1.0	石油田区 0.9	油田区域 0.8	油田地区 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	钻井.v 2102004012	深层钻探 1.0	探井 0.9	钻探 0.8	挖掘 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	设备.v 2102004013	装备 1.0	器材 0.9	设施 0.8	设备 0.7	器械 0.6	工具 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	修理.v 2102004015	维修 1.0	维护 0.9	保养 0.8	检修 0.7	改造 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	井下工具.v 2102004017	井下设备 1.0	井下装备 0.9	井下用品 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	制造.v 2102004018	制作 1.0	制定 0.9	制备 0.8	制成 0.7	制造 0.5	制订 0.3999999999999999	制药 0.19999999999999996	制 0.09999999999999998	铜铁0 -1	铜铁1 -2
RESULT	制造.v 2102015013	生产 1.0	制作 0.9	制备 0.8	制定 0.7	制成 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	任务.v 2102004019	职责 1.0	职能 0.9	职务 0.8	工作 0.7	任务 0.6	使命 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	任务.v 2104015006	任务可以替换为目标 1.0	计划 0.9	计划任务 0.8	任务目标等 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	建厂.v 2102005000	建立 1.0	建造 0.9	创建 0.8	构建 0.7	建设 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	始终.v 2102005005	一直 1.0	始终如一 0.9	持续 0.8	持久 0.7	持续不断 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	始终.v 2102015019	一直 1.0	持续 0.9	永久 0.8	持久 0.7	持续不断 0.6	持续稳定 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	强化.v 2102005007	加强 1.0	强化 0.9	提升 0.8	增强 0.7	改善 0.6	改进 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	强化.v 2107007010	加强 1.0	强势 0.9	强调 0.8	强制 0.7	强硬 0.6	强化 0.5	增强 0.3999999999999999	提升 0.29999999999999993	改 0.19999999999999996	铜铁0 -1
RESULT	全员.v 2102005008	全体员工 1.0	员工队伍 0.9	员工群体 0.8	员工集体 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	教育.v 2102005012	培训 1.0	倡导 0.9	宣传 0.8	引导 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	使.v 2102005014	促使 1.0	培养 0.9	激发 0.8	引导 0.7	督促 0.6	鼓励 0.5	指导 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	使.v 2102008022	让 1.0	设置 0.9	安排 0.8	指定 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	全体.v 2102005015	所有人 1.0	员工 0.9	工作人员 0.8	全体员工 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	全体.v 2102007007	所有 1.0	每一个 0.9	全部 0.8	整个 0.7	所有人 0.6	所有员工. 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	职工.v 2102005016	员工 1.0	工人 0.9	雇员 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	职工.v 2102014005	员工 1.0	雇员 0.9	工人 0.8	同事 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	职工.v 2102014009	员工 1.0	雇员 0.9	工人 0.8	同事 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	牢固.v 2102005017	稳固 1.0	坚定 0.9	确立 0.8	确保 0.7	坚持 0.6	实施 0.5	实行 0.3999999999999999	实现 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	树立.v 2102005018	形成 1.0	建立 0.9	确立 0.8	树立 0.7	培养 0.6	建设 0.5	确认 0.3999999999999999	确定 0.29999999999999993	 0.19999999999999996	铜铁0 -1
RESULT	信誉.v 2102005022	声誉 1.0	口碑 0.9	信用 0.8	名誉 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	用户.v 2102005025	消费者 1.0	客户 0.9	顾客 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	至上.v 2102005026	首要 1.0	优先 0.9	重中之重 0.8	首选 0.7	首位 0.6	首要地位 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	思想.v 2102005028	信念 1.0	理念 0.9	态度 0.8	观念 0.7	看法 0.6	想法 0.5	信仰 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	建立.v 2102005030	制定 1.0	建立 0.9	设立 0.8	创立 0.7	确立 0.6	实施 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	建立.v 2106004021	建立可以替换为建立 1.0	建设 0.9	构建 0.8	筑建 0.7	建造 0.6	 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	健全.v 2102005031	完善 1.0	实施 0.9	建立 0.8	制定 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	岗位.v 2102005034	职责 1.0	职务 0.9	职位 0.8	职能 0.7	职业 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	责任制.v 2102005035	职责分工 1.0	职责范围 0.9	职责负责制 0.8	职责职能 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	中心.v 2102005037	核心 1.0	焦点 0.9	重点 0.8	核心地位 0.7	中枢 0.6	中心点 0.5	中枢点 0.3999999999999999	中央 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	规章制度.v 2102005040	法规 1.0	规定 0.9	规则 0.8	条例 0.7	条款 0.6	规程 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	完善.v 2102005043	优化 1.0	改进 0.9	实施 0.8	建立 0.7	构建 0.6	制定 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	主体.v 2102005049	主导 1.0	核心 0.9	中心 0.8	重点 0.7	焦点 0.6	核心要素 0.5	核心部分 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	工作.v 2102005052	任务 1.0	作业 0.9	活动 0.8	动作 0.7	行动 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	工作.v 2102005056	任务 1.0	作业 0.9	活动 0.8	动作 0.7	行动 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	工作.v 2102009009	任务 1.0	行动 0.9	努力 0.8	活动 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	基础.v 2102005054	基础可以替换为基础设施 1.0	基础结构 0.9	基础 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	基础.v 2102008002	基础可以替换为基础条件 1.0	基础情况 0.9	基础环 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	体系.v 2102005063	系统 1.0	框架 0.9	结构 0.8	架构 0.7	机制 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	工序.v 2102005070	步骤 1.0	过程 0.9	操作 0.8	流程 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	工序.v 2102008025	步骤 1.0	过程 0.9	程序 0.8	操作 0.6	流程 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	依.v 2102005075	依据 1.0	遵循 0.9	遵从 0.8	遵守 0.7	按照 0.6	按照程序 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	造成.v 2102006004	导致 1.0	引起 0.9	引发 0.8	招致 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	造成.v 2104008000	导致 1.0	引起 0.9	引发 0.8	产生 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	事故.v 2102006007	事件 1.0	事变 0.9	事情 0.8	灾难 0.7	灾祸 0.6	灾害 0.5	灾变 0.3999999999999999	 0.19999999999999996	铜铁0 -1	铜铁1 -2
RESULT	责任者.v 2102006009	责任人 1.0	过错者 0.9	违规者 0.8	违法者 0.7	犯错者. 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	责任者.v 2102013039	责任人 1.0	责任单位 0.9	责任部门 0.8	责任方 0.7	责任主体 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	责令.v 2102006012	命令 1.0	要求 0.9	强制 0.8	指示 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	返工.v 2102006014	修复 1.0	重新制作 0.9	重新制造 0.8	重 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	返工.v 2102012011	重新加工 1.0	修理 0.9	改造 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	返工.v 2102013040	重新制作 1.0	修改 0.9	改进 0.8	改造 0.7	改正 0.6	重做 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	造价.v 2102006020	价格 1.0	成本 0.9	价值 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	百分比.v 2102006022	比例 1.0	比率 0.9	比率百分比 0.8	比例百分比 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	予以.v 2102006023	加 1.0	扣 0.9	收取 0.8	施加 0.7	开出 0.6	判处 0.5	实施 0.3999999999999999	宣布 0.29999999999999993	实行 0.19999999999999996	铜铁0 -1
RESULT	罚款.v 2102006024	惩罚 1.0	处罚 0.9	罚金 0.8	罚款 0.7	罚款金额 0.6	罚款数额 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	扣除.v 2102006027	收回 1.0	没收 0.9	减去 0.8	扣减 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	所在.v 2102006029	所属 1.0	所居 0.9	所处 0.8	所在位置 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	领导.v 2102006031	管理者 1.0	领导者 0.9	上级 0.8	领导层 0.7	高层 0.6	高管 0.5	高级管理 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	人员.v 2102006035	员工 1.0	工作人员 0.9	人员 0.8	职员 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	人员.v 2102010004	检验员 1.0	工作人员 0.9	检测人员 0.8	检查员 0.7	检验工 0.6	检查 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	人员.v 2102013002	工作人员 1.0	技术人员 0.9	检验员 0.8	检测员 0.7	检查员 0.6	检修员 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	人员.v 2103018016	工作人员 1.0	管理者 0.9	管理人员 0.8	操作人员 0.7	技术人员 0.6	护理人员 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	奖金.v 2102006037	报酬 1.0	补助 0.9	补贴 0.8	津贴 0.7	福利 0.6	奖励 0.5	补偿金 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	措施.v 2102007001	措施可以替换为措辞 1.0	措置 0.9	措施 0.8	措若 0.7	措论 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	措施.v 2104015017	措施可以替换为措施 1.0	措施 0.9	措 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	措施.v 2107007008	措施可以替换为措施 1.0	措辞 0.9	措置 0.8	措施 0.7	措念 0.6	 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	有效.v 2102007003	有力 1.0	有益 0.9	有利 0.8	有效率 0.7	有益处 0.6	有帮助 0.5	有用 0.3999999999999999	有效性 0.29999999999999993	 0.19999999999999996	铜铁0 -1
RESULT	有效.v 2107007007	实效 1.0	有力 0.9	有益 0.8	有效率 0.7	有效性 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	增强.v 2102007005	提升 1.0	改善 0.9	改进 0.8	加强 0.7	强化 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	员工.v 2102007008	员工可以替换为雇员 1.0	工作人员 0.9	人力资源 0.8	团队成员 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	过程.v 2102008008	步骤 1.0	流程 0.9	程序 0.7	步调 0.6	步伐 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	难.v 2102008013	困难 1.0	复杂 0.9	艰巨 0.8	艰苦 0.7	艰难 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
